Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code
"KJ Somaiya Hospital and Research 
Centre",MUMBAI,MAHARASHTRA,4.0,872,"2VWF+XV Mumbai, Maharashtra"
Kolekar Hospital and ICU,MUMBAI,MAHARASHTRA,4.1,454,"3W52+WC Mumbai, Maharashtra"
Life Line Hospital & Heart Institute,MUMBAI,MAHARASHTRA,4.5,113,"5RVW+FJ Mumbai, Maharashtra"
Lifeline Medicare Hospital Pvt Ltd,MUMBAI,MAHARASHTRA,4.1,793,"5RFV+PR Mumbai, Maharashtra"
Lifeline Multispeciality Hospital (Malad),MUMBAI,MAHARASHTRA,4.5,566,"5RRX+35 Mumbai, Maharashtra"
Lifewave Hospital,MUMBAI,MAHARASHTRA,4.5,163,"5VP3+CR Mumbai, Maharashtra"
Lotus Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.2,74,"6R3Q+QG Mumbai, Maharashtra"
Masina Hospital,MUMBAI,MAHARASHTRA,3.9,584,"XRFP+Q8 Mumbai, Maharashtra"
Namita Polyclinic And Hospital,Mumbai,MAHARASHTRA,3.6,37,"6VV6+WF Mumbai, Maharashtra"
Narendra Hospital,MUMBAI,MAHARASHTRA,4.3,36,"6VJ7+44 Mumbai, Maharashtra"
National Hospital And Iccu ( Mulund),MUMBAI,MAHARASHTRA,3.6,26,"5WMX+2M Mumbai, Maharashtra"
"Paramount General Hospital And I.C.C.U 
( Mumbai )",MUMBAI,MAHARASHTRA,4.2,746,"4V3P+GQ Mumbai, Maharashtra"
Phoenix Hospital Pvt Ltd,MUMBAI,MAHARASHTRA,2.7,25,"6R3H+65 Mumbai, Maharashtra"
Powai Polyclinic And Hospital (Mumbai),Mumbai,MAHARASHTRA,4.4,460,"4WF8+JH Mumbai, Maharashtra"
Radha Krishna Hospital (Goregaon),MUMBAI,MAHARASHTRA,3.8,154,"5VFF+4J Mumbai, Maharashtra"
"Sai Hospital Dharavi ( Sai Medicure 
Services Pvt Ltd)",Mumbai,MAHARASHTRA,3.9,206,
Seven Star Multispeciality Hospital,Mumbai,MAHARASHTRA,3.8,297,"6V68+QQ Mumbai, Maharashtra"
Shalyak Hospital,MUMBAI,MAHARASHTRA,3.0,107,"4VP3+WM Mumbai, Maharashtra"
Shantiniketan Hospital(Ghatkopar),MUMBAI,MAHARASHTRA,4.0,398,"3WW7+3G Mumbai, Maharashtra"
Shraddha Hospital (Dahisar),MUMBAI,MAHARASHTRA,1.8,6,"7V37+9J Mumbai, Maharashtra"
Shree Ganesha Hospital,MUMBAI,MAHARASHTRA,4.3,472,"6RHW+79 Mumbai, Maharashtra"
Shreyas Hospital (Vasai Road),MUMBAI,MAHARASHTRA,4.7,347,"9RJH+Q6 Vasai West, Vasai-Virar, Maharashtra"
"Sir HN Reliance Foundation Hospital and 
Research Centre",MUMBAI,MAHARASHTRA,4.8,9467,"XR5C+F2 Mumbai, Maharashtra"
"Smt.B.C.J General Hospitaland Asha 
Parekh Research Centre",Mumbai,MAHARASHTRA,3.6,44,"3RMQ+83 Mumbai, Maharashtra"
"Srcc Children'S Hospital(A Unit Of 
Narayana Hrudayalaya Ltd)",Mumbai,MAHARASHTRA,4.9,12884,"XRH7+Q4 Mumbai, Maharashtra"
Sun Hospital,MUMBAI,MAHARASHTRA,4.5,170,"5RRR+3P Mumbai, Maharashtra"
Surana Hospital And Research Center,MUMBAI,MAHARASHTRA,4.0,454,"5RXQ+J9 Mumbai, Maharashtra"
Theji Hospital,MUMBAI,MAHARASHTRA,4.6,30,"5W2M+4F Mumbai, Maharashtra"
Unnati Hospital And Icu,MUMBAI,MAHARASHTRA,3.5,35,"62M6+XX Bhiwandi, Maharashtra"
Vardann Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.8,567,"6V62+MJ Mumbai, Maharashtra"
Wockhardt Hospital (Mumbai),MUMBAI,MAHARASHTRA,4.6,5885,"XRGF+3H Mumbai, Maharashtra"
Yashwant Hospital Vikhroli,Mumbai,MAHARASHTRA,4.6,241,"4W8M+3F Mumbai, Maharashtra"
Zynova Hospitals Pvt Ltd,MUMBAI,MAHARASHTRA,4.8,7687,"3WQ4+FJ Mumbai, Maharashtra"
Lifeline Medicare Hospital Pvt Ltd,MUMBAI,MAHARASHTRA,4.1,793,"5RFV+PR Mumbai, Maharashtra"
New Medanta Hospital,MUMBAI,MAHARASHTRA,3.8,34,"5X8X+3J Navi Mumbai, Maharashtra"
"Shanti Nursing Home And Multispeciality 
Hospital",MUMBAI,MAHARASHTRA,4.7,589,"3R2Q+F6 Mumbai, Maharashtra"
Sainit Hospital,MUMBAI,MAHARASHTRA,4.0,2,"2R8P+GW Mumbai, Maharashtra"
Ojas Multispeciality Hospital,MUMBAI,MAHARASHTRA,,,"3R4H+3X Mumbai, Maharashtra"
KLS Memorial Hospital,MUMBAI,MAHARASHTRA,4.4,447,"4R5R+48 Mumbai, Maharashtra"
Niramay Hospital,MUMBAI,MAHARASHTRA,4.5,11,"6R8J+8Q Mumbai, Maharashtra"
Pragati Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.3,684,"7V36+FV Mumbai, Maharashtra"
Romeen Medico Surgical Hospital,MUMBAI,MAHARASHTRA,3.7,50,"4W8J+59 Mumbai, Maharashtra"
Padmani Hospital & ICU,MUMBAI,MAHARASHTRA,4.2,86,"4WWP+WF Mumbai, Maharashtra"
Lifeline Medicare Hospital,MUMBAI,MAHARASHTRA,3.7,60,"6V48+Q8 Mumbai, Maharashtra"
Balaji Hospital Ulwe,MUMBAI,MAHARASHTRA,4.0,191,"X2HG+F2 Navi Mumbai, Maharashtra"
"Dr Thakurs Ear -Nose Throat Clinic and 
Hospital",MUMBAI,MAHARASHTRA,3.6,88,"4WWP+WF Mumbai, Maharashtra"
V Care Hospital and ICU,MUMBAI,MAHARASHTRA,3.1,62,"3V7J+3M Mumbai, Maharashtra"
Sai Kripa Hospital,MUMBAI,MAHARASHTRA,4.5,519,"5VJ5+F4 Mumbai, Maharashtra"
Shubham Lifeline Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.0,32,"FR77+JR Virar, Maharashtra"
Sparsh Childrens Hospital,MUMBAI,MAHARASHTRA,4.5,466,"2R3R+W3 Mumbai, Maharashtra"
Apex Multispeciality Hospitals,MUMBAI,MAHARASHTRA,4.3,1712,"6VC7+55 Mumbai, Maharashtra"
Cuddles N Cure Children Hospital,MUMBAI,MAHARASHTRA,4.2,108,"5WGX+6P Mumbai, Maharashtra"
Advanced Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.3,336,"4R5P+QW Mumbai, Maharashtra"
"Shushrusha Suman Ramesh Tulani 
Hospital",MUMBAI,MAHARASHTRA,3.6,139,"4W6M+WW Mumbai, Maharashtra"
"Manisha Universal Multispeciality Hospital 2nd Floor, Manisha heights, Vaishali Nagar,Near Hp petrol",MUMBAI,MAHARASHTRA,4.4,276,"5WPW+FQ Mumbai, Maharashtra"
Vedant Multispeciality Hospital,MUMBAI,MAHARASHTRA,3.7,32,"4V3P+MV Mumbai, Maharashtra"
Apex Superspeciality Hospitals Pvt Ltd,MUMBAI,MAHARASHTRA,,,
Vivanta Hospital,MUMBAI,MAHARASHTRA,3.8,180,"5RHV+H4 Mumbai, Maharashtra"
Nakshatra Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.6,239,"4RFJ+JW Mumbai, Maharashtra"
Apollo Children Hospital,MUMBAI,MAHARASHTRA,4.5,16,"22CH+CH Mumbai, Maharashtra"
"Ashirwad Critical Care Unit and 
Multispeciality Hospital",MUMBAI,MAHARASHTRA,4.5,106,"5WFX+5R Mumbai, Maharashtra"
Sailee Hospital and Diagnostic Centre,MUMBAI,MAHARASHTRA,3.2,120,"6RHR+37 Mumbai, Maharashtra"
"Unnati Hospital And Bombay Spine 
Centre",MUMBAI,MAHARASHTRA,3.8,33,"5RXX+HF Mumbai, Maharashtra"
Vinayak Hospital,MUMBAI,MAHARASHTRA,4.7,227,"5RVM+RF Mumbai, Maharashtra"
Asha Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.4,198,"5VQ4+H5 Mumbai, Maharashtra"
Vardann Hospital,MUMBAI,MAHARASHTRA,4.5,81,"5RWM+9H Mumbai, Maharashtra"
Lotus Mutispeciality Hospital,MUMBAI,MAHARASHTRA,4.2,74,"6R3Q+QG Mumbai, Maharashtra"
Care Hospital (Nagpur),Nagpur,MAHARASHTRA,,,
Alexis Multispeciality Hospital Pvt Ltd,NAGPUR,MAHARASHTRA,4.1,2055,"53PH+8R Nagpur, Maharashtra"
New Era Hospital,NAGPUR,MAHARASHTRA,4.6,4196,"542C+HR Nagpur, Maharashtra"
Suretech Hospital Research Centre Ltd,NAGPUR,MAHARASHTRA,4.0,1,
Venus Critical Care Hospital Nagpur,NAGPUR,MAHARASHTRA,2.9,54,"53CW+5G Nagpur, Maharashtra"
Zenith Hospital,Nagpur,MAHARASHTRA,4.4,282,"43P4+8W Nagpur, Maharashtra"
"Bhagwati ENT Hospital & Endoscopy 
Centre",NAGPUR,MAHARASHTRA,1.5,2,"43J4+MC Nagpur, Maharashtra"
Cure It Hospital Pvt Ltd,NAGPUR,MAHARASHTRA,,,
Center Point Hospital,NAGPUR,MAHARASHTRA,3.6,146,"43JW+FQ Nagpur, Maharashtra"
"Shri Ramdeobaba Rukhmini Devi 
Memorial Multi Specialty Hospital",NAGPUR,MAHARASHTRA,3.5,27,"542M+VG Nagpur, Maharashtra"
Icon Hospital,NAGPUR,MAHARASHTRA,,,
Auro Critical Care Hospital,NAGPUR,MAHARASHTRA,3.4,17,"44XQ+26 Nagpur, Maharashtra"
Sadguru Hospital,NASIK,MAHARASHTRA,4.2,263,"2R53+M6 Nashik, Maharashtra"
Vakratunda Hospital Pvt Ltd,NASIK,MAHARASHTRA,,,
Pushkar Hospital,NASIK,MAHARASHTRA,5.0,20,"2Q7W+MM Nashik, Maharashtra"
"SantKrupa Multi Speciality And Accident 
Hospital",NASIK,MAHARASHTRA,4.5,256,"WRGM+6F Deolali, Maharashtra"
"Shushrusha Heart Care Centre And 
Speciality Hospital(Nerul)",NAVI MUMBAI,MAHARASHTRA,4.0,427,"22V5+6V Navi Mumbai, Maharashtra"
Sanjivani Hospital (Airoli),NAVI MUMBAI,MAHARASHTRA,3.5,26,"5X4X+R8 Navi Mumbai, Maharashtra"
Jeevan Jyot Hospital,Navi Mumbai,MAHARASHTRA,4.7,456,"237V+9W Navi Mumbai, Maharashtra"
"Terna Speciality Hospital And Research 
Centre",Navi Mumbai,MAHARASHTRA,3.7,950,"22J8+JG Navi Mumbai, Maharashtra"
Satyam Multi Speciality Hospital,Navi Mumbai,MAHARASHTRA,3.5,125,"24G3+MX Navi Mumbai, Maharashtra"
Navjeevan Hospital (Vashi),NAVI MUMBAI,MAHARASHTRA,2.9,25,"3XCX+6C Navi Mumbai, Maharashtra"
Fortis Hiranandani Hospital,NAVI MUMBAI,MAHARASHTRA,,,
Panacea Hospital,NAVI MUMBAI,MAHARASHTRA,3.5,432,"244C+84 Navi Mumbai, Maharashtra"
Niramaya Hospital,NAVI MUMBAI,MAHARASHTRA,4.3,608,"23M7+P4 Navi Mumbai, Maharashtra"
Dr Jadhav Hospital,NAVI MUMBAI,MAHARASHTRA,3.4,73,"5X2X+F4 Navi Mumbai, Maharashtra"
Apex Multispeciality Hospital Taloja,NAVI MUMBAI,MAHARASHTRA,3.8,56,"33GR+4G Navi Mumbai, Maharashtra"
Sunshine Hospital,NAVI MUMBAI,MAHARASHTRA,4.5,37,"22P5+GV Navi Mumbai, Maharashtra"
Apple Hospital,NAVI MUMBAI,MAHARASHTRA,3.1,268,"4XVW+Q3 Navi Mumbai, Maharashtra"
Avadhoot Hospital And Iccu,Navi Mumbai,MAHARASHTRA,3.0,145,"5X5V+W2 Navi Mumbai, Maharashtra"
"B And J Superspeciality Hospital And 
Research Center",NAVI MUMBAI,MAHARASHTRA,4.7,1062,"23FR+GG Navi Mumbai, Maharashtra"
Carepoint Hospital,NAVI MUMBAI,MAHARASHTRA,,,
Dhanvantari Hospital (Ulhasnagar),NAVI MUMBAI,MAHARASHTRA,3.3,58,"6577+8M Ulhasnagar, Maharashtra"
Dr RN Patils Suraj Hospital (Sanpada),NAVI MUMBAI,MAHARASHTRA,4.4,709,"3264+G6 Navi Mumbai, Maharashtra"
Dr Ajayan Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,3.7,179,"4225+5P Navi Mumbai, Maharashtra"
"Dr. Yewale Multispeciality Hospital For 
Children",Navi Mumbai,MAHARASHTRA,4.1,230,"3XJW+PJ Navi Mumbai, Maharashtra"
"Dr.Choudhary Stone Clinic & 
Multispeciality Hospital & ICU",NAVI MUMBAI,MAHARASHTRA,4.9,380,"3XMX+2X Navi Mumbai, Maharashtra"
"Dr.Singh'S City Hospital And Medical 
Research Centre Pvt Ltd",Navi Mumbai,MAHARASHTRA,4.7,521,"23HW+8M Navi Mumbai, Maharashtra"
Guruprem Hospital,Navi Mumbai,MAHARASHTRA,4.9,20,"5X2X+CM Navi Mumbai, Maharashtra"
Indravati Hospitaland Research Centre,Navi Mumbai,MAHARASHTRA,4.5,1967,"5X4X+P5 Navi Mumbai, Maharashtra"
Jeevan Jyoti Multispecialty Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,456,"237V+9W Navi Mumbai, Maharashtra"
Lions Service Centre Hospital,Navi Mumbai,MAHARASHTRA,4.7,1777,
Mauli Accident And General Hospital,NAVI MUMBAI,MAHARASHTRA,3.9,11,"238Q+FH Navi Mumbai, Maharashtra"
Mody Hospital And I.C.C.U ( Airoli ),NAVI MUMBAI,MAHARASHTRA,4.2,191,"5X6X+CG Navi Mumbai, Maharashtra"
New Milliennium Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.4,419,"3267+QM Navi Mumbai, Maharashtra"
Neway Hospital,Navi Mumbai,MAHARASHTRA,2.9,27,"3267+4M Navi Mumbai, Maharashtra"
Orchid Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,71,"4XXV+Q7 Navi Mumbai, Maharashtra"
"Pkc Hospital And Medical Research 
Centre.",Navi Mumbai,MAHARASHTRA,3.9,398,"32J3+66 Navi Mumbai, Maharashtra"
Rajpal Hospital And Institute,Navi Mumbai,MAHARASHTRA,3.9,47,"32X4+RF Mumbai, Maharashtra"
Shree Sai Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,335,"23CR+QM Navi Mumbai, Maharashtra"
Sunrise Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.3,209,"238P+PJ Navi Mumbai, Maharashtra"
Suyash Hospital(Navi Mumbai),NAVI MUMBAI,MAHARASHTRA,2.7,129,"2298+VF Navi Mumbai, Maharashtra"
Vedaant Multispeciality Hospital,Navi Mumbai,MAHARASHTRA,4.2,224,
Yashoda Maternity And General Hospital,Navi Mumbai,MAHARASHTRA,3.7,53,"237W+56 Navi Mumbai, Maharashtra"
Sai Jyot Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,1280,"4252+QQ Navi Mumbai, Maharashtra"
Tej Vedaant Hospitals,NAVI MUMBAI,MAHARASHTRA,4.2,224,
Siddharth Hospital,NAVI MUMBAI,MAHARASHTRA,4.0,3,
Purnima Hospital,NAVI MUMBAI,MAHARASHTRA,3.3,34,"6VP6+J7 Mumbai, Maharashtra"
Acharya Shri Nanesh Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,538,"22MR+8F Navi Mumbai, Maharashtra"
Swami Krupa Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,62,"239R+G2 Navi Mumbai, Maharashtra"
New Bombay Hospital,NAVI MUMBAI,MAHARASHTRA,4.2,61,"5X6V+8C Navi Mumbai, Maharashtra"
Sadguru Hospital(Ghansoli),NAVI MUMBAI,MAHARASHTRA,,,
Sai Snehdeep Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,1567,"4252+CP Navi Mumbai, Maharashtra"
Panvel Hospital,NAVI MUMBAI,MAHARASHTRA,3.9,85,"X4M5+68 Navi Mumbai, Maharashtra"
Shree Hospital (Pune),PUNE,MAHARASHTRA,3.3,414,"HW2R+HF Pune, Maharashtra"
Aditya Birla Memorial Hospital,PUNE,MAHARASHTRA,4.0,5383,"JQGF+7W Pimpri-Chinchwad, Maharashtra"
Sangamnerkar Hospitals,PUNE,MAHARASHTRA,5.0,1,"GR3V+8V Pune, Maharashtra"
Karne Hospital Pvt Ltd,PUNE,MAHARASHTRA,4.6,319,"FVW5+59 Pune, Maharashtra"
Sanjeevani Nursing Hospital,PUNE,MAHARASHTRA,4.0,6,"FVF4+M8 Pune, Maharashtra"
Amrut Hospital,PUNE,MAHARASHTRA,3.9,34,"JR52+XM Pune, Maharashtra"
Lifeline Hospital,PUNE,MAHARASHTRA,3.7,392,"HXMQ+2Q Pune, Maharashtra"
Omkar Accident Hospital,PUNE,MAHARASHTRA,4.3,18,
"Sai Sneh Hospital And Diagnostic Centre 
Pvt Ltd",Pune,MAHARASHTRA,4.5,206,"CVW5+MQ Pune, Maharashtra"
Saidham Hospital,PUNE,MAHARASHTRA,,,
Sahyadri Hospital (Bibwewadi),PUNE,MAHARASHTRA,,,
Goldrush Hospital,PUNE,MAHARASHTRA,,,
Columbia Asia Hospital,PUNE,MAHARASHTRA,,,
Kohakade Hospital,PUNE,MAHARASHTRA,3.7,184,"HW7J+4Q Pune, Maharashtra"
Pioneer Hospital,PUNE,MAHARASHTRA,,,
Max Neuro Hospital Pvt Ltd,PUNE,MAHARASHTRA,,,
Bharati Hospital And Research Centre,PUNE,MAHARASHTRA,4.5,96,
"Dr Makan Surgical Maternity and 
Accident Hospital",PUNE,MAHARASHTRA,2.7,10,
Om Hospital Pune,PUNE,MAHARASHTRA,4.3,238,"GRHJ+M7 Pune, Maharashtra"
Samarth Hospital,PUNE,MAHARASHTRA,4.3,18,"GV96+VW Pune, Maharashtra"
Rising Medicare Hospital,PUNE,MAHARASHTRA,4.6,1966,"HW3Q+GP Pune, Maharashtra"
"Dr Madrewars Chest And General 
Hospital",PUNE,MAHARASHTRA,,,
Pataskar Hospital,PUNE,MAHARASHTRA,4.7,207,"JVW2+92 Pune, Maharashtra"
Aims Hospital And Research Center,PUNE,MAHARASHTRA,4.1,239,
Aadhar Hospital Multispeciality And Icu,Pune,MAHARASHTRA,4.1,194,
Aarogyam Multispeciality Hospital,PUNE,MAHARASHTRA,,,
