Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code
Care Hospital (Namapally),HYDERABAD,TELANGANA,4.5,3752,"9FPF+7J Hyderabad, Telangana"
"Prathima Hospitals A Unit Of Mamatha 
Medicare Private Ltd",HYDERABAD,TELANGANA,4.5,2241,"9FRW+23 Hyderabad, Telangana"
Rainbow Children Hospital,HYDERABAD,TELANGANA,4.6,16998,"CCGJ+5Q Hyderabad, Telangana"
Sri Sai Srinivasa Specialty Hospital,HYDERABAD,TELANGANA,4.0,180,"9FXR+5V Hyderabad, Telangana"
Saptagiri Hospital,HYDERABAD,TELANGANA,4.5,528,"9G9J+J3 Hyderabad, Telangana"
Thumbay Hospital,HYDERABAD,TELANGANA,4.7,3463,"9FGR+Q6 Hyderabad, Telangana"
Himabindu Hospitals,HYDERABAD,TELANGANA,2.4,21,"9C8H+Q3 Hyderabad, Telangana"
Vijaya Krishna Multi Specialty Hospital,HYDERABAD,TELANGANA,4.1,350,"FHJW+P3 Hyderabad, Telangana"
Sagar Hospital,HYDERABAD,TELANGANA,4.9,262,"F9H9+Q2 Hyderabad, Telangana"
"Abhaya Bbc New Born And Children 
Hospital",HYDERABAD,TELANGANA,2.8,66,"CG25+PQ Hyderabad, Telangana"
"Adavally Damodar Reddy Memorial 
Hospital(ADRM)",HYDERABAD,TELANGANA,5.0,3,
"Aditya Hospital(Aditya Medmaxx Lifecare 
Pvt Ltd)",HYDERABAD,TELANGANA,4.4,106,"CFV7+Q8 Hyderabad, Telangana"
Amrita Ent Head And Neck Hospital,HYDERABAD,TELANGANA,4.4,1244,"F9QR+CH Hyderabad, Telangana"
Apex Hospitals-Hyderabad,HYDERABAD,TELANGANA,3.8,438,"CH5X+6G Hyderabad, Telangana"
"Apollo Hospitals Enterprises 
Ltd(Kukatpally)",Hyderabad,TELANGANA,4.1,23,"FCQ2+Q2 Hyderabad, Telangana"
Apollo Spectra Hospital (Hyderabad),HYDERABAD,TELANGANA,4.8,3100,"CFQ3+32 Hyderabad, Telangana"
Apoorva Hospital Mehdipatnam,HYDERABAD,TELANGANA,4.4,487,"9CRP+HQ Hyderabad, Telangana"
Aruna Hospital(L.B. Nagar),HYDERABAD,TELANGANA,3.1,226,"8HV3+QV L. B. Nagar, Hyderabad, Telangana"
Bibi Cancer Hospital,Hyderabad,TELANGANA,3.4,95,"9GC2+37 Hyderabad, Telangana"
"Bristlecone Hospitals (A Unit Of Virinchi 
Ltd)",HYDERABAD,TELANGANA,3.2,80,"8HHW+9J Hyderabad, Telangana"
Care Hospitals,HYDERABAD,TELANGANA,4.5,5812,"CF72+23 Hyderabad, Telangana"
"Century Super Speciality Hospital Pvt. Ltd 8-2-703, Road No 12,Telangana,,Banjara HillsNIL",HYDERABAD,TELANGANA,4.1,876,
"Durgabai Deshmukh Hospital And 
Research Centre",HYDERABAD,TELANGANA,3.0,21,"CG26+R4 Hyderabad, Telangana"
"Evya Hospitals And Diabetic Reserach 
Center",HYDERABAD,TELANGANA,3.5,373,"8HQC+M8 Vanasthalipuram, Telangana"
Geeta Multi Speciality Hospital,Hyderabad,TELANGANA,4.1,314,"CGW5+R8 Secunderabad, Telangana"
Harsha Hospital Hyderabad,HYDERABAD,TELANGANA,4.7,7677,"FCW8+44 Hyderabad, Telangana"
Healix Hospital,Hyderabad,TELANGANA,4.3,842,"F8VW+PF Miyapur, Telangana"
Himagiri Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.2,3894,"C9R5+WF Hyderabad, Telangana"
"Icon Hospital ( A Unit Of Dandamudi 
Anish Health Care)",Hyderabad,TELANGANA,3.7,334,"F9PQ+4X Hyderabad, Telangana"
"Basavatarakam Indo American Cancer 
Hospital & Research Institute",HYDERABAD,TELANGANA,4.0,2163,"CC8J+R6 Hyderabad, Telangana"
Jananii Hospital,HYDERABAD,TELANGANA,4.7,1106,"9GVJ+H3 Hyderabad, Telangana"
Kims Hospitals Enterprises Pvt Ltd,HYDERABAD,TELANGANA,4.5,27601,"CFPM+Q5 Begumpet, Hyderabad, Telangana"
Kosaraju Hospitals,HYDERABAD,TELANGANA,,,"9CG9+6J Hyderabad, Telangana"
Krishnaveni Multi Speciality Hospital,HYDERABAD,TELANGANA,2.7,148,"8HHV+WF Hyderabad, Telangana"
"Landmark Hospital(A Unit Of Capital 
Health Services India Pvt Ltd)",HYDERABAD,TELANGANA,4.5,2943,"F9XQ+M6 Hyderabad, Telangana"
Maa Ent Hospital,HYDERABAD,TELANGANA,4.3,1620,"CCG7+VP Hyderabad, Telangana"
Magnas V Hospital,HYDERABAD,TELANGANA,4.5,1248,"9G9J+69 Hyderabad, Telangana"
"Mahesh Hospital And Research 
Foundation",Hyderabad,TELANGANA,3.4,17,"CF2R+6J Hyderabad, Telangana"
Manju Sudha Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,74,"9G9H+VP Hyderabad, Telangana"
"Medicover Hospitals(A Unit Of Sahrudaya 
Health Centre Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258,"C9WH+M6 Hyderabad, Telangana"
Mcs Neuro Hospital,HYDERABAD,TELANGANA,4.3,464,"F9VX+24 Hyderabad, Telangana"
Medisys Hospital,HYDERABAD,TELANGANA,3.6,510,"8HR5+F3 Hyderabad, Telangana"
Microcare Ent Hospital Research Inst.,HYDERABAD,TELANGANA,4.6,3904,"F9VX+JC Hyderabad, Telangana"
Motherhood Hospital (Banjara Hills),Hyderabad,TELANGANA,3.9,37,
Mythri Hospital,HYDERABAD,TELANGANA,4.6,3240,"9CMH+FM Hyderabad, Telangana"
Mythri Hospital(Mehdipatanam),HYDERABAD,TELANGANA,4.6,3240,"9CMH+FM Hyderabad, Telangana"
"Neelima Hospital - Unit Of Neelima 
Hospitals Pvt Ltd",HYDERABAD,TELANGANA,4.2,2299,"FC4Q+HG Hyderabad, Telangana"
Nightingale Hospital,HYDERABAD,TELANGANA,4.5,787,"9G25+FR Hyderabad, Telangana"
"Nirmala Maternity Orthopaedic And 
General Hospital",HYDERABAD,TELANGANA,4.3,444,"9FV2+QQ Hyderabad, Telangana"
Oakridge Hospitals,HYDERABAD,TELANGANA,3.9,79,"C9VP+X5 Madhapur, Hyderabad, Telangana"
Olive Hospital,HYDERABAD,TELANGANA,4.4,4324,"9CVG+CR Hyderabad, Telangana"
Omni Hospital,HYDERABAD,TELANGANA,4.3,3252,"9G9Q+9F Hyderabad, Telangana"
Ozone Hospitals,HYDERABAD,TELANGANA,4.8,1854,"9G5V+QX Hyderabad, Telangana"
Pace Hospital,HYDERABAD,TELANGANA,4.7,314,"F8VW+MR Hafeezpet, Hyderabad, Telangana"
Pacific Hospital,Hyderabad,TELANGANA,4.4,7,"C99C+VP Hyderabad, Telangana"
Padmavathi Hospital (Hyderabad),Hyderabad,TELANGANA,4.1,267,"F9V5+WX Miyapur, Telangana"
Paramitha Childrens Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.3,1103,"9G5V+VW Hyderabad, Telangana"
Poulomi Hospitals,HYDERABAD,TELANGANA,4.0,1235,"FHJ3+X4 Secunderabad, Telangana"
Premier Hospital Pvt.Ltd,HYDERABAD,TELANGANA,4.4,2855,"9CRG+JQ Hyderabad, Telangana"
"Prime Hospitals (A Unit Of Sree 
Ramachandra Health Services Pvt Ltd)",HYDERABAD,TELANGANA,4.9,23334,"CCQW+2C Hyderabad, Telangana"
Pujitha Hospital,Hyderabad,TELANGANA,4.3,44,
Raghavendra Hospital(Hyderabad),Hyderabad,TELANGANA,4.4,273,"FF4H+MF Secunderabad, Telangana"
"Rainbow Hospital For Women And 
Childrenrainbow Childrens Medicare Pvt 
Ltd",HYDERABAD,TELANGANA,4.6,16998,"CCGJ+5Q Hyderabad, Telangana"
Raja Hospital ( Hyderabad ),HYDERABAD,TELANGANA,3.6,251,
Raman Hospital,HYDERABAD,TELANGANA,3.8,76,"FFW3+57 Hyderabad, Telangana"
Russh Super Speciality Hospital,HYDERABAD,TELANGANA,4.4,3103,"FFXH+V2 Hyderabad, Telangana"
S.V.S Hospital,Hyderabad,TELANGANA,3.6,375,"9FQV+P5 Hyderabad, Telangana"
Safe Childrens Hospital,HYDERABAD,TELANGANA,3.0,257,"9G97+VP Hyderabad, Telangana"
Sai Rajasri Hospitals,Hyderabad,TELANGANA,3.9,110,"9G6Q+FC Hyderabad, Telangana"
Sai Ram Multi Speciality Hospital,HYDERABAD,TELANGANA,2.9,37,"9FVQ+XX Hyderabad, Telangana"
Sai Siddhartha Hospital,HYDERABAD,TELANGANA,4.1,212,"GC8W+V3 Hyderabad, Telangana"
"Sai Vani Hospitals Ltd (A Unit Of Laxmi 
Jaya Hospitals Ltd)",HYDERABAD,TELANGANA,3.3,377,"CF6M+9C Hyderabad, Telangana"
Sbr Pulse Hospital,HYDERABAD,TELANGANA,3.8,50,"9G8P+X9 Hyderabad, Telangana"
Shyam Hospital,HYDERABAD,TELANGANA,4.0,99,"8HF4+6V Hyderabad, Telangana"
Sigma Hospitals(Hyderabad),Hyderabad,TELANGANA,3.0,49,
"Soumya Hospital For Women And 
Children",HYDERABAD,TELANGANA,4.2,939,"CCVV+6G Hyderabad, Telangana"
Sowmya Children'S Hospital,Hyderabad,TELANGANA,4.2,939,"CCVV+6G Hyderabad, Telangana"
Sowmya Hospital,HYDERABAD,TELANGANA,3.3,94,"CG55+WC Hyderabad, Telangana"
"Sri Radhika Multispecialty HospitalSri 
Radhika Hospital",HYDERABAD,TELANGANA,4.5,552,"8GC8+5X Hyderabad, Telangana"
"Sri Sai Ram Hospital, Hyderabad",Hyderabad,TELANGANA,4.0,1,
"Sri Sri Holistic Hospitals(A Unit Of Sree 
Ramachandra Health Servises Pvt",HYDERABAD,TELANGANA,4.4,5263,"G92Q+PH Hyderabad, Telangana"
"Srikara Hospitals ( A Unit Of SNR Galaxy 
Hospiitals Hyderabad Pvt Ltd)",HYDERABAD,TELANGANA,3.3,19,
Sunrise Hospitals(Hyderabad),Hyderabad,TELANGANA,4.5,632,"8JH2+6M Hyderabad, Telangana"
Suraksha Women And Children Hospital,HYDERABAD,TELANGANA,3.7,597,"GF8J+R6 Hyderabad, Telangana"
Susheela Hospital(Hyderabad),HYDERABAD,TELANGANA,2.8,155,"CCPP+2H Hyderabad, Telangana"
Sv Multispeciality Hospital,Hyderabad,TELANGANA,3.4,48,"8GC9+CX Balapur, Telangana"
Tirumala Multi Speciality Hospital,HYDERABAD,TELANGANA,2.6,30,"8HP2+G7 Hyderabad, Telangana"
Udai Omni Hospitals,HYDERABAD,TELANGANA,4.4,2270,"9FWC+QX Hyderabad, Telangana"
Usha Mohan Hospital,Hyderabad,TELANGANA,3.7,11,
Vijay Marie Hospital,Hyderabad,TELANGANA,3.4,400,"CF54+28 Hyderabad, Telangana"
Vijaya Hospital,HYDERABAD,TELANGANA,3.9,60,"F8WW+59 Madeenaguda, Telangana"
Vijaya Hospital(Madeenaguda),HYDERABAD,TELANGANA,3.9,60,"F8WW+59 Madeenaguda, Telangana"
Zoi Hospitals,HYDERABAD,TELANGANA,4.5,750,"CFH4+4W Hyderabad, Telangana"
Pulse Hospital,HYDERABAD,TELANGANA,4.7,528,"F9G6+XP Hyderabad, Telangana"
Sri Ramakrishna Hospital (Hyderabad),HYDERABAD,TELANGANA,4.0,28,"9FPV+GP Hyderabad, Telangana"
KIMS BIBI Hospital,HYDERABAD,TELANGANA,4.7,3,
Sri Sai Balaji Hospital,HYDERABAD,TELANGANA,3.5,64,"9H66+PR Hyderabad, Telangana"
Sahasva Hospital,HYDERABAD,TELANGANA,3.4,13,"9GV5+HG Hyderabad, Telangana"
Sri Laxmi Health Care Hospital,HYDERABAD,TELANGANA,4.4,7,"9HG9+RQ Hyderabad, Telangana"
Zoi Hospitals,HYDERABAD,TELANGANA,4.5,154,"CCG4+GQ Jubilee Hills, Hyderabad, Telangana"
"Apollo Cradle A Unit Of Apollo Specialty 
Hospital",HYDERABAD,TELANGANA,4.7,2785,"CC89+H2 Hyderabad, Telangana"
Prerana Hospital,HYDERABAD,TELANGANA,3.0,407,"C92P+CF Hyderabad, Telangana"
Kalyani Hospital,HYDERABAD,TELANGANA,4.4,62,"CFP3+6G Hyderabad, Telangana"
Orchid Hospital,HYDERABAD,TELANGANA,3.4,76,"9G9M+GP Hyderabad, Telangana"
Asian Multi Specialty Hospital,HYDERABAD,TELANGANA,,,
Yashoda Krishna Hospital,HYDERABAD,TELANGANA,4.2,73,"9GR6+JG Hyderabad, Telangana"
"Riya Hospital - A Unit of Vaishnavi 
Research Centre",HYDERABAD,TELANGANA,4.5,19,"9FVX+WQ Hyderabad, Telangana"
City Hospital,HYDERABAD,TELANGANA,4.0,11,
Aditya Care Hospital Karimnagar,HYDERABAD,TELANGANA,4.1,90,"C4RJ+9H Karimnagar, Telangana"
Arunodaya Multi Speciality Hospital,HYDERABAD,TELANGANA,3.5,24,
Sunshine Hospital Gachibowli,HYDERABAD,TELANGANA,4.5,4441,"C9CP+22 Rai Durg, Telangana"
Vinn Hospital,HYDERABAD,TELANGANA,3.3,4,
Pavan Sai Hospital,HYDERABAD,TELANGANA,3.9,166,"9H65+68 Hyderabad, Telangana"
Germanten Hospitals,HYDERABAD,TELANGANA,4.7,1374,"9C6H+Q7 Attapur, Gudimalkapur, Hyderabad, Telangana"
AIG Hospitals,HYDERABAD,TELANGANA,4.3,17978,"C9V8+8G Hyderabad, Telangana"
Avis Hospitals,HYDERABAD,TELANGANA,4.3,1013,"CCH9+Q4 Hyderabad, Telangana"
Srihitha Hospital,HYDERABAD,TELANGANA,3.4,75,"9G9H+2R Hyderabad, Telangana"
Sree Lekha Hospital,HYDERABAD,TELANGANA,4.7,35,"8GWH+9J Hyderabad, Telangana"
Sangeetha Hospital,HYDERABAD,TELANGANA,4.1,32,"H3QM+MH Sangareddy, Telangana"
Jeevan Hospital,HYDERABAD,TELANGANA,4.1,357,"8GVG+WR Kharmanghat, Telangana"
Janani Hospitals,HYDERABAD,TELANGANA,4.5,24,"9G44+R3 Hyderabad, Telangana"
Ushodaya Hospitals,HYDERABAD,TELANGANA,3.7,35,"9C6P+47 Hyderabad, Telangana"
Viswas Multispeciality Hospital,HYDERABAD,TELANGANA,3.2,40,"8GRC+3P Hyderabad, Telangana"
RBM Hospital,HYDERABAD,TELANGANA,4.1,591,"CH9M+9C Hyderabad, Telangana"
Maax Life Multispeciality Hospitals,HYDERABAD,TELANGANA,4.4,92,"8GWH+33 Kharmanghat, Telangana"
Citi Neuro Centre Hospital,HYDERABAD,TELANGANA,4.0,857,"CC7F+FQ Hyderabad, Telangana"
Pratibha Super Speciality Hospital,HYDERABAD,TELANGANA,3.0,172,"M493+9Q Nizamabad, Telangana"
New Shadow Hospital,HYDERABAD,TELANGANA,5.0,1,
Happy Hospital,HYDERABAD,TELANGANA,3.4,195,"F8VV+W8 Hyderabad, Telangana"
Hyderabad Multispeciality Hospital,HYDERABAD,TELANGANA,4.6,330,"9GC2+M5 Hyderabad, Telangana"
Ankura Hospital(Sainikpuri),HYDERABAD,TELANGANA,4.4,1977,"FHJ3+R2 Hyderabad, Telangana"
Ankura Hospital(Boduppal),HYDERABAD,TELANGANA,4.4,2872,"CH3M+54 Hyderabad, Telangana"
Ankura Hospital(Madinaguda),HYDERABAD,TELANGANA,4.2,1836,"F8VR+WF Madeenaguda, Telangana"
Anupama Hospital,HYDERABAD,TELANGANA,4.2,1592,"F9PR+64 Hyderabad, Telangana"
Ent Care Hospital,HYDERABAD,TELANGANA,4.8,352,"9CVF+7Q Hyderabad, Telangana"
Fatima Hospital,HYDERABAD,TELANGANA,4.2,718,"8FV5+WJ Hyderabad, Telangana"
Mana Hospitals,HYDERABAD,TELANGANA,3.4,367,"FCV6+XR Hyderabad, Telangana"
MEDS Hospital,HYDERABAD,TELANGANA,4.4,42,"9F86+5Q Hyderabad, Telangana"
Nakshatra Hospitals,HYDERABAD,TELANGANA,4.7,1192,"9H64+XR Hyderabad, Telangana"
Rohan Hospital,HYDERABAD,TELANGANA,3.8,149,"9FV2+VR Hyderabad, Telangana"
Safe Kids Hospitals,HYDERABAD,TELANGANA,4.8,1494,"9CGH+4R Hyderabad, Telangana"
Shashi Hospital,HYDERABAD,TELANGANA,2.7,137,"9G9C+MG Hyderabad, Telangana"
Sunita Childrens Hospital,HYDERABAD,TELANGANA,3.6,161,"9G26+4R Hyderabad, Telangana"
Surekha Hospital,HYDERABAD,TELANGANA,4.8,1901,"GFPQ+FC Hyderabad, Telangana"
Srikara Hospitals,HYDERABAD,TELANGANA,4.6,2009,"8GVX+QC L. B. Nagar, Hyderabad, Telangana"
Onus Hospital,HYDERABAD,TELANGANA,4.9,6609,"8GW9+RX Champapet, Telangana"
Krishna Hospital,HYDERABAD,TELANGANA,3.8,22,
Mythri Hospital Chandranagar,HYDERABAD,TELANGANA,4.6,5932,"F8X7+7Q Ramachandrapuram (BHEL Township), Telangana"
Poojitha Hospital,HYDERABAD,TELANGANA,4.3,44,
SS Multi Speciality Hospital,HYDERABAD,TELANGANA,1.5,2,"8HP2+Q8 Chintalkunta, Telangana"
Dharani Hospital,HYDERABAD,TELANGANA,3.0,45,"9CMP+FM Hyderabad, Telangana"
Ragini Childrens Hospital,HYDERABAD,TELANGANA,3.3,69,"GC7W+PR Hyderabad, Telangana"
Sriven Hospital,HYDERABAD,TELANGANA,3.0,105,"F9PQ+92 Hyderabad, Telangana"
Swaroopa Multispeciality Hospital,HYDERABAD,TELANGANA,2.6,50,"GF2C+HX Hyderabad, Telangana"
"Maxcure Suyosha Woman And Child 
Hospital",HYDERABAD,TELANGANA,4.8,3489,"F93H+CF Hyderabad, Telangana"
Metro Cure Hospital,HYDERABAD,TELANGANA,4.0,152,"9GF2+3C Hyderabad, Telangana"
Calcium Hospital,HYDERABAD,TELANGANA,4.2,46,"G94M+JM Hyderabad, Telangana"
Skycare Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.0,16,
"Raksha Cancer Hospital And 
Chemotherapy Centre",Karimnagar,TELANGANA,4.7,99,"C4VH+8J Karimnagar, Telangana"
Renee Hospital,Karimnagar,TELANGANA,4.5,1898,"C4WJ+34 Karimnagar, Telangana"
Star Children Hospital,Karimnagar,TELANGANA,4.7,3744,"F44M+9W Karimnagar, Telangana"
Sai Sharanya Hospitals,Karimnagar,TELANGANA,3.3,94,"C4QG+QQ Karimnagar, Telangana"
Sparsh Childrens Hospital (Karimnagar),Karimnagar,TELANGANA,4.2,134,"C4RJ+5M Karimnagar, Telangana"
Sri Mahalaxmi Children Hospital,Karimnagar,TELANGANA,4.7,35,"C4VH+RQ Karimnagar, Telangana"
Sri Balaji Multi Speciality Hospital,Sangareddy,TELANGANA,4.3,728,"H3PV+M9 Sangareddy, Telangana"
Parvathi Multispeciality Hospital,SECUNDERABAD,TELANGANA,3.9,246,"FG42+JH Secunderabad, Telangana"
"Healing Touch Hospital And Institute of 
Child Health Pvt Ltd",SECUNDERABAD,TELANGANA,4.4,559,"CFRX+42 Hyderabad, Telangana"
Srinivasa Hospital,SECUNDERABAD,TELANGANA,4.3,91,
Janapareddy Hospital,SECUNDERABAD,TELANGANA,2.5,2,"GFHM+F6 Hyderabad, Telangana"
Basant Sahney Hospital,SECUNDERABAD,TELANGANA,4.1,650,"CGV3+QX Secunderabad, Telangana"
Sunshine Hospital,SECUNDERABAD,TELANGANA,4.8,38132,"CFVC+HR Hyderabad, Telangana"
BBR Super Speciality Hospital,SECUNDERABAD,TELANGANA,3.3,442,"FF74+PV Secunderabad, Telangana"
Geetha Multispeciality Hospital,SECUNDERABAD,TELANGANA,4.1,314,"CGW5+R8 Secunderabad, Telangana"
Srikara Hospitals,SECUNDERABAD,TELANGANA,4.6,2889,"FHF9+X5 Secunderabad, Telangana"
Balaji Hospital,SECUNDERABAD,TELANGANA,4.4,14,"GH65+XH Secunderabad, Telangana"
"Navjeevan Hospitals (A Unit Of 
Navjeevan Life Care Pvt Ltd)",SECUNDERABAD,TELANGANA,4.0,355,"FF4X+67 Hyderabad, Telangana"
Meena Hospital,SECUNDERABAD,TELANGANA,4.6,547,"CGRC+MP Secunderabad, Telangana"
Sunlife Hospital,SECUNDERABAD,TELANGANA,4.3,33,"FHWW+FC Secunderabad, Telangana"
Jubilee Hospitals,SECUNDERABAD,TELANGANA,2.8,96,"GG48+HC Secunderabad, Telangana"
Basant Sahney Hospital,SECUNDERABAD,TELANGANA,4.1,650,"CGV3+QX Secunderabad, Telangana"
Innova Childrens Heart Hospital pvt ltd,SECUNDERABAD,TELANGANA,3.5,144,"CGHM+P9 Hyderabad, Telangana"
"Apollo Hospitals Enterprises 
Ltd(Secunderabad)",SECUNDERABAD,TELANGANA,4.7,6218,"CGQ3+RV Secunderabad, Telangana"
Prasad Hospitals,SECUNDERABAD,TELANGANA,4.5,2261,"CHQ4+93 Secunderabad, Telangana"
BVK Reddy Hospital,SECUNDERABAD,TELANGANA,3.7,89,"CG99+C5 Secunderabad, Telangana"
Keerthi Hospital,SECUNDERABAD,TELANGANA,3.9,27,"FJV3+8V Secunderabad, Telangana"
Care Hospitals,SECUNDERABAD,TELANGANA,,,
Bhavans Sarada Devi Hospital,SECUNDERABAD,TELANGANA,3.4,122,"FHJ2+XC Secunderabad, Telangana"
New Life Line Medicure Hospitals,SECUNDERABAD,TELANGANA,3.6,139,"FGV6+GX Secunderabad, Telangana"
"Mayflower Hospital For Women And 
Children",SECUNDERABAD,TELANGANA,3.1,374,"FHM2+4X Secunderabad, Telangana"
"Navodaya Hospital For Women And 
Children",SECUNDERABAD,TELANGANA,2.6,332,"FG52+J6 Secunderabad, Telangana"
Nest Hospital,Secunderabad,TELANGANA,3.1,167,"FG52+J6 Secunderabad, Telangana"
Prashamsa Hospital,SECUNDERABAD,TELANGANA,2.3,317,"GG35+8V Secunderabad, Telangana"
Rainbow Children Hospital,SECUNDERABAD,TELANGANA,4.3,2416,"FG52+HC Secunderabad, Telangana"
Shree Pooja Hospital Hyd,SECUNDERABAD,TELANGANA,4.0,65,"CGFW+5Q Hyderabad, Telangana"
Shri Adithya Hospitals,SECUNDERABAD,TELANGANA,3.8,341,"GH2R+93 Secunderabad, Telangana"
Sri Chandra Hospital,SECUNDERABAD,TELANGANA,4.8,600,"8CHG+FC Shivarampally Jagir, Telangana"
Sudha Hospital(Telanagana),SECUNDERABAD,TELANGANA,4.2,142,"FG8Q+8H Secunderabad, Telangana"
"Suraksha Children Hospital (A Unit Of 
Rochishmati Health Care Pvt Ltd)",SECUNDERABAD,TELANGANA,3.7,483,"CGGJ+FX Secunderabad, Telangana"
KS Multi Speciality Hospital,SECUNDERABAD,TELANGANA,3.0,117,"FF9H+M4 Secunderabad, Telangana"
Amrutha Children Hospital,SECUNDERABAD,TELANGANA,,,
Kruti Hospital,SECUNDERABAD,TELANGANA,4.8,64,"FF9P+MC Secunderabad, Telangana"
Lotus Cure Multispeciality Hospital,SECUNDERABAD,TELANGANA,3.9,147,"GG48+FQ Secunderabad, Telangana"
Sundari Maternity and General Hospital,SECUNDERABAD,TELANGANA,2.9,64,"GG37+48 Hyderabad, Telangana"
Shenoy Hospital,SECUNDERABAD,TELANGANA,4.7,4009,"CGX5+4H Secunderabad, Telangana"
Ankura Hospital,SECUNDERABAD,TELANGANA,4.4,1977,"FHJ3+R2 Hyderabad, Telangana"
Nest Children Hospital,SECUNDERABAD,TELANGANA,3.1,167,"FG52+J6 Secunderabad, Telangana"
Lions Patny Hospital,SECUNDERABAD,TELANGANA,3.6,18,"FG23+49 Secunderabad, Telangana"
Guardian Multi Speciality Hospital,WARANGAL,TELANGANA,2.6,129,"XHXM+RV Warangal, Telangana"
Lalitha Hospital,WARANGAL,TELANGANA,3.7,54,"2H2M+W8 Warangal, Telangana"
Javitri Devi Memorial Hospital,AGRA,UTTAR PRADESH,3.9,100,
New Life Hospital,Agra,UTTAR PRADESH,3.9,18,"63F6+CX Agra, Uttar Pradesh"
Shanti Mangalick Hospital(Agra),Agra,UTTAR PRADESH,,,
Mithraj Multisuperspeciality Hospital,Aligarh,UTTAR PRADESH,4.5,427,"W432+F6 Aligarh, Uttar Pradesh"
Priti Hospital,ALLAHABAD,UTTAR PRADESH,4.2,268,"FV43+XM Prayagraj, Uttar Pradesh"
Feroz Hospital,ALLAHABAD,UTTAR PRADESH,,,
Srijan Vatsalya Hospital Pvt Ltd,ALLAHABAD,UTTAR PRADESH,4.1,595,"FR2R+VX Prayagraj, Uttar Pradesh"
Saran Hospital,BAREILLY,UTTAR PRADESH,,,
Khushlok Hospital,BAREILLY,UTTAR PRADESH,3.1,305,"9C9J+VH Bareilly, Uttar Pradesh"
Metro Vision Hospital,BAREILLY,UTTAR PRADESH,3.8,21,"9CP4+V5 Bareilly, Uttar Pradesh"
Ajay Pratima Hospital,BAREILLY,UTTAR PRADESH,3.4,71,"9CGF+C2 Bareilly, Uttar Pradesh"
"Shri Ganga Charan Aryawardhan Hospital A-2, Rampur Garden,,Opp Gandhi Udhyan,Civil Lines,NIL",BAREILLY,UTTAR PRADESH,,,
"Shrinath Medicity A Multi Super Speciality 
Hospital",BAREILLY,UTTAR PRADESH,3.0,231,"9FH9+49 Dohara, Uttar Pradesh"
Shri Bholanath Global Hospital,BAREILLY,UTTAR PRADESH,4.3,4,
Dr GK Shrivastava Hospital,BAREILLY,UTTAR PRADESH,3.6,33,"9C2G+5G Bareilly, Uttar Pradesh"
Rohilkhand Medical College And Hospital,BAREILLY,UTTAR PRADESH,,,
Narayana Hospital,BAREILLY,UTTAR PRADESH,3.4,92,"9C2G+73 Bareilly, Uttar Pradesh"
Life Line Multispeciality Hospital(Bareilly),BAREILLY,UTTAR PRADESH,3.5,173,"9FJ4+J3 Bareilly, Uttar Pradesh"
Care Hospital(Bareilly),BAREILLY,UTTAR PRADESH,,,
Ruchi Atul Hospital,BAREILLY,UTTAR PRADESH,,,
Vaidik Hospital,BAREILLY,UTTAR PRADESH,4.2,5,
Pulkit Memorial Hospital,BIJNORE,UTTAR PRADESH,4.1,153,"94Q5+5Q Bijnor, Uttar Pradesh"
"Kailash Hospital ( A Unit Of Umma 
Medicare Ltd)","Gautam Buddha 
Nagar",UTTAR PRADESH,4.6,3830,"FGC4+74 Greater Noida, Uttar Pradesh"
Yashoda Hospital Nehru Nagar,GHAZIABAD,UTTAR PRADESH,,,
Chandra Laxmi Hospital,GHAZIABAD,UTTAR PRADESH,,,
Ganesh Hospital,GHAZIABAD,UTTAR PRADESH,4.4,420,"MC6Q+WM Ghaziabad, Uttar Pradesh"
Sarvodaya Hospital And Heart Centre,GHAZIABAD,UTTAR PRADESH,3.0,85,"MF67+J6 Ghaziabad, Uttar Pradesh"
Meenakshi Hospital,GHAZIABAD,UTTAR PRADESH,4.5,354,"J8RG+R7 Ghaziabad, Uttar Pradesh"
Sarvodaya Hospital,Ghaziabad,UTTAR PRADESH,3.5,120,"J8VQ+WJ Ghaziabad, Uttar Pradesh"
Gargi Hospital,GHAZIABAD,UTTAR PRADESH,,,
Shanti Gopal Hospital,GHAZIABAD,UTTAR PRADESH,,,
Yashoda Super Speciality Hospital,GHAZIABAD,UTTAR PRADESH,4.5,7745,"J8VH+WF Ghaziabad, Uttar Pradesh"
Manav Hospital Ghaziabad,GHAZIABAD,UTTAR PRADESH,4.9,2404,"MC8W+V8 Ghaziabad, Uttar Pradesh"
Kamal Hospital Kaushambi,GHAZIABAD,UTTAR PRADESH,,,
Paras Hospital,GHAZIABAD,UTTAR PRADESH,3.8,460,"J8WV+VV Ghaziabad, Uttar Pradesh"
Pannalal Shyamlal Hospital,Ghaziabad,UTTAR PRADESH,3.2,77,"MC7M+9X Ghaziabad, Uttar Pradesh"
