Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code
Sri Lakshmi Medical Centre And Hospital,Coimbatore,TAMILNADU,3.3,153,"3WHR+79 Thudiyalur, Tamil Nadu"
Sri Ramakrishna Hospital (Coimbatore),COIMBATORE,TAMILNADU,3.9,2533,"2XFH+73 Coimbatore, Tamil Nadu"
Vega Ent Hospital,Coimbatore,TAMILNADU,4.1,188,"2W7V+MG Coimbatore, Tamil Nadu"
Dr Muthus Hospital,COIMBATORE,TAMILNADU,4.1,652,"223R+37 Singanallur, Tamil Nadu"
Royal Care Superspeciality Hospital,COIMBATORE,TAMILNADU,4.6,5519,"335Q+MQ Neelambur, Tamil Nadu"
KG Hospital,COIMBATORE,TAMILNADU,4.4,1694,"2X2C+3J Coimbatore, Tamil Nadu"
Dr Ezhil Ent Hospital,COIMBATORE,TAMILNADU,4.1,85,"X2X4+GW Coimbatore, Tamil Nadu"
RS Hospital,COIMBATORE,TAMILNADU,3.3,241,"2X53+JV Coimbatore, Tamil Nadu"
DJ Hospital,COIMBATORE,TAMILNADU,,,"2XG2+VF Saibaba Koil, Coimbatore, Tamil Nadu"
Kannan Hospital,CUDDALORE,TAMILNADU,2.9,78,"QQ66+QM Cuddalore, Tamil Nadu"
C. K. Hospital,Erode,TAMILNADU,4.8,777,"8PMH+36 Erode, Tamil Nadu"
Dr Nsk Hospital,Erode,TAMILNADU,,,
Senthil Multi Speciality Hospital,Erode,TAMILNADU,4.0,401,"8PQ7+HH Erode, Tamil Nadu"
Bewell Hospitals(Erode),ERODE,TAMILNADU,4.7,812,"8PPG+MR Erode, Tamil Nadu"
Santhi Hospital,HOSUR,TAMILNADU,4.4,310,"PRX4+G7 Hosur, Tamil Nadu"
Arogya Seva Hospitals Pvt.Ltd,Hosur,TAMILNADU,2.0,4,
RMD Specialities Hospital,KANCHIPURAM,TAMILNADU,4.5,174,"X2C9+54 Amarambedu, Tamil Nadu"
Vijayakumar Hospital,KANYAKUMARI,TAMILNADU,3.8,69,
Apollo Reach Hospital,KARAIKUDI,TAMILNADU,4.8,4422,"3PC4+JH Karaikudi, Tamil Nadu"
Dr GC Hospital,KARUR,TAMILNADU,4.6,253,"X37G+5Q Karur, Tamil Nadu"
Apollo Loga Hospital Karur,KARUR,TAMILNADU,4.8,5174,"X367+5Q Karur, Tamil Nadu"
Vadamalayan Hospital Pvt Ltd,MADURAI,TAMILNADU,4.3,1414,"W4VJ+53 Chinna Chokikulam, Tamil Nadu"
Apollo Speciality Hospitals Madurai,MADURAI,TAMILNADU,4.7,20771,"W4HX+8J Madurai, Tamil Nadu"
Shenbagam Hospitals (P) Ltd,MADURAI,TAMILNADU,4.3,210,"W4FV+FC Sathamangalam, Tamil Nadu"
Apollo First Med Hospital,MADURAI,TAMILNADU,4.5,4,"W4PR+3Q KK Nagar, Tamil Nadu"
Bgm Hospital,MADURAI,TAMILNADU,4.1,234,"X48P+F9 Madurai, Tamil Nadu"
Devadoss Multispeciality Hospital,MADURAI,TAMILNADU,4.0,372,"X553+5J Madurai, Tamil Nadu"
Hannah Joseph Hospital Pvt Ltd,MADURAI,TAMILNADU,4.5,641,"V4HP+4J Madurai, Tamil Nadu"
Jayam Hospital,Madurai,TAMILNADU,4.2,62,"W4PP+C8 Chinna Chokikulam, Tamil Nadu"
"Meenakshi Mission Hospital And 
Research Centre",MADURAI,TAMILNADU,4.3,2057,"W5X7+52 Madurai, Tamil Nadu"
R.R. Hospital (Madurai),Madurai,TAMILNADU,3.7,68,"W4CX+9H Madurai, Tamil Nadu"
Skg Hospital (Madurai),MADURAI,TAMILNADU,5.0,1,"X4FQ+9V Madurai, Tamil Nadu"
Ashwini Hospital,MADURAI,TAMILNADU,4.8,479,"X532+W2 K.Pudur, Tamil Nadu"
Rajan Hospital,MADURAI,TAMILNADU,3.9,14,"W469+J9 Madurai, Tamil Nadu"
Priya Hospital,MADURAI,TAMILNADU,3.1,7,"RXGR+J9 Tirumangalam, Tamil Nadu"
PPK Hospital,MARTHANDAM,TAMILNADU,3.8,134,
Holy Cross Hospital,NAGERCOIL,TAMILNADU,4.0,419,"5CQ9+93 Nagercoil, Tamil Nadu"
Nirmala Hospital,NAGERCOIL,TAMILNADU,5.0,3,"75GJ+X6 Puthukkadai, Tamil Nadu"
Be Well Hospitals(Nagercoil),NAGERCOIL,TAMILNADU,4.7,698,"5CGH+G2 Nagercoil, Tamil Nadu"
Bethesda Hospital,NAGERCOIL,TAMILNADU,4.8,740,"5CQG+8V Nagercoil, Tamil Nadu"
Saravana Hospital (Namakkal),NAMAKKAL,TAMILNADU,4.0,120,"658C+JF Namakkal, Tamil Nadu"
Deepthi Hospital,NAMAKKAL,TAMILNADU,3.3,61,"6589+46 Namakkal, Tamil Nadu"
Sri Karunyaa Hospital,NAMAKKAL,TAMILNADU,4.8,23,"4276+2V Velur, Tamil Nadu"
SM Hospital(BS Surgicare),OOTY,TAMILNADU,4.6,990,"CP22+9M Ooty, Tamil Nadu"
Alva Hospital Pvt Ltd,POLLACHI,TAMILNADU,5.0,3,"MX2P+8J Pollachi, Tamil Nadu"
Arathana Hospital,POLLACHI,TAMILNADU,4.5,511,"M294+7R Pollachi, Tamil Nadu"
Arun Hospital Pollachi,POLLACHI,TAMILNADU,3.7,168,"M277+25 Pollachi, Tamil Nadu"
Bewell Hospitals(Pudukottai),PUDUKKOTTAI,TAMILNADU,4.7,1452,"9RGF+HW Pudukkottai, Tamil Nadu"
Kamala Hospital,SALEM,TAMILNADU,3.5,73,"M547+JP Salem, Tamil Nadu"
Sri Sanjeevi Hospital,SALEM,TAMILNADU,4.9,2260,"M563+F8 Salem, Tamil Nadu"
Aishwaryam Speciality Hospital,SALEM,TAMILNADU,2.9,223,"M4CG+MP Salem, Tamil Nadu"
Dharan Hospital,SALEM,TAMILNADU,4.3,1916,"J4GW+43 Salem, Tamil Nadu"
Sks Hospital India Pvt Ltd,SALEM,TAMILNADU,3.9,760,"M4CV+47 Salem, Tamil Nadu"
"S Palaniandi Mudaliar Memorial Hospital 
SPMM Hospital",SALEM,TAMILNADU,4.6,1861,"M56R+FR Salem, Tamil Nadu"
Sri Gokulam Hospital,SALEM,TAMILNADU,2.9,275,"M4FM+3H Salem, Tamil Nadu"
Sri Gokulam Hospital Pvt Ltd,SALEM,TAMILNADU,2.9,275,"M4FM+3H Salem, Tamil Nadu"
"Thiru Neuro Multispeciality Hospital 
Pvt.Ltd",Salem,TAMILNADU,4.4,377,"M673+2C Salem, Tamil Nadu"
NITHISH GE & Multi Speciality Hospital,SALEM,TAMILNADU,3.8,125,"M47W+C8 Salem, Tamil Nadu"
A C Hospital,SALEM,TAMILNADU,4.6,113,"M558+5H Salem, Tamil Nadu"
Sundaram Multispeciality Hospital,SALEM,TAMILNADU,4.0,195,
London Ortho Speciality Hospital,SALEM,TAMILNADU,4.2,374,"M552+W8 Salem, Tamil Nadu"
Be Well Hospitals(Sivakasi),SIVAKASI,TAMILNADU,4.6,5,"FR32+5Q Sivakasi, Tamil Nadu"
Meenakshi Hospital,THANJAVUR,TAMILNADU,4.5,2547,"P4W6+4R Thanjavur, Tamil Nadu"
"KG Multispecialty Hospital and Research 
centre",THANJAVUR,TAMILNADU,4.0,503,"Q4GP+MM Thanjavur, Tamil Nadu"
Rohan Sekar Hospital,THENI,TAMILNADU,4.4,30,"P7HP+V7 Cumbum, Tamil Nadu"
Muthu Hospital,TIRUNELVELI,TAMILNADU,3.5,16,"PP6G+9J Tirunelveli, Tamil Nadu"
Ars Hospitals,TIRUPPUR,TAMILNADU,3.6,153,
Deepa Hospitals,TIRUPPUR,TAMILNADU,2.5,35,
Sri Kumaran Hospital,TIRUPPUR,TAMILNADU,4.2,954,"48JR+8G Tiruppur, Tamil Nadu"
Sri Vasavi Hospital,TIRUVANNAMALAI,TAMILNADU,3.4,50,"63H8+JF Tiruvannamalai, Tamil Nadu"
Maruti Hospital,TRICHY,TAMILNADU,4.6,1497,"RM6J+37 Tiruchirappalli, Tamil Nadu"
Tiruchy Medical Center & Hospitals,TRICHY,TAMILNADU,3.7,33,"RM9M+FQ Tiruchirappalli, Tamil Nadu"
Wellcare Hospital & Research Institute,TRICHY,TAMILNADU,3.4,54,"RMCM+H5 Tiruchirappalli, Tamil Nadu"
Star Kims Hospital,TRICHY,TAMILNADU,4.0,144,"RMFJ+8Q Tiruchirappalli, Tamil Nadu"
Rajesh Tilak Hospital,TUTICORIN,TAMILNADU,3.9,257,"R43H+J8 Thoothukudi, Tamil Nadu"
Sri Hospitals,Tuticorin,TAMILNADU,,,"R4CJ+HF Jothi Nagar, Sankaraperi, Thoothukudi, Tamil Nadu"
Be Well Hospitals(Tuticorin),TUTICORIN,TAMILNADU,4.8,408,"Q4QR+3C Thoothukudi, Tamil Nadu"
"Sri Narayani Hospital And Research 
Centre",VELLORE,TAMILNADU,4.4,2446,"V3CQ+5X Vellore, Tamil Nadu"
Woodlands Hospital(Hyderabad),HYDERABAD,TELANGANA,4.2,237,"9FVX+52 Hyderabad, Telangana"
Medwin Hospitals,Hyderabad,TELANGANA,3.6,58,"9FVC+FP Hyderabad, Telangana"
Aditya Hospitals,HYDERABAD,TELANGANA,3.5,514,"9FRJ+4F Hyderabad, Telangana"
"Sathya Kidney Centre And Super 
Speciality Hospitals",HYDERABAD,TELANGANA,4.3,404,"CF3J+WR Hyderabad, Telangana"
Pranaam Hospital Pvt Ltd,HYDERABAD,TELANGANA,3.9,2520,"F8VV+W3 Madeenaguda, Telangana"
Aware Gleneagles Global Hospitals,HYDERABAD,TELANGANA,,,
Anupama Hospital (Hyderabad),HYDERABAD,TELANGANA,4.2,1592,"F9PR+64 Hyderabad, Telangana"
"Apollo Hospitals Enterprises Ltd 
Hyderguda",HYDERABAD,TELANGANA,4.7,4829,"9FXH+QP Hyderguda, Telangana"
Raghava Hospital,Hyderabad,TELANGANA,3.6,119,"CCQR+GV Hyderabad, Telangana"
Care Hospital Banjara Hills,HYDERABAD,TELANGANA,4.6,6702,"CC7W+PH Hyderabad, Telangana"
"Malla Reddy Narayana Multispeciality 
Hospital",HYDERABAD,TELANGANA,4.4,6665,"GCVM+H9 Hyderabad, Telangana"
Sai Venkateshwara Hospital,Hyderabad,TELANGANA,2.9,62,"8GVH+QX Kharmanghat, Telangana"
Ankura Hospital(Kukatpally),HYDERABAD,TELANGANA,4.4,3508,"FCQ5+9W Hyderabad, Telangana"
Dharani Hospital (Hyderabad),HYDERABAD,TELANGANA,3.0,45,"9CMP+FM Hyderabad, Telangana"
Adr Hospital,HYDERABAD,TELANGANA,3.4,187,"FG5Q+85 Hyderabad, Telangana"
Xenia Hospitals,Hyderabad,TELANGANA,3.8,199,"FHFC+3H Hyderabad, Telangana"
LivLife Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.4,106,"C9QX+6M Hyderabad, Telangana"
Omega Hospitals,HYDERABAD,TELANGANA,4.3,765,"C9P8+HX Hyderabad, Telangana"
Kakatiya Hospitals,HYDERABAD,TELANGANA,4.4,623,"CH5X+J9 Hyderabad, Telangana"
Matrix Hospital,HYDERABAD,TELANGANA,3.3,312,"CG2R+24 Hyderabad, Telangana"
Hope Children'S Hospital,HYDERABAD,TELANGANA,4.4,701,"CF4F+H9 Hyderabad, Telangana"
Matrika Dr. Kalpana's Hospital,HYDERABAD,TELANGANA,3.7,215,"CFG6+X7 Hyderabad, Telangana"
The Deccan Hospital,HYDERABAD,TELANGANA,4.8,2778,"CFF4+V5 Hyderabad, Telangana"
Star Hospitals,HYDERABAD,TELANGANA,4.7,7694,"CC8W+76 Hyderabad, Telangana"
Spark Hospital,HYDERABAD,TELANGANA,2.8,241,"CH3M+43 Hyderabad, Telangana"
"NEO BBC new Born And Childrens 
Hospital",HYDERABAD,TELANGANA,3.4,227,"CG35+8X Hyderabad, Telangana"
Omni Hospital,HYDERABAD,TELANGANA,4.5,804,"CFF4+WJ Hyderabad, Telangana"
Pace Hospitals,HYDERABAD,TELANGANA,4.5,8345,"C9WM+QM Hyderabad, Telangana"
Aster Prime Hospitals,HYDERABAD,TELANGANA,4.9,23334,"CCQW+2C Hyderabad, Telangana"
Ravi Hospital (Hyderabad),Hyderabad,TELANGANA,4.5,211,"F9MX+P9 Hyderabad, Telangana"
Krishna Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,38,"9HW6+X4 Hyderabad, Telangana"
GBR Hospital,HYDERABAD,TELANGANA,4.3,292,"9G9M+JV Hyderabad, Telangana"
Eashwar Lakshmi Hospital,HYDERABAD,TELANGANA,2.8,47,"CF6Q+PH Hyderabad, Telangana"
Ravi Helios Hospital,HYDERABAD,TELANGANA,3.3,85,"CF6M+F5 Hyderabad, Telangana"
Ramdev Rao Memorial General Hospital,HYDERABAD,TELANGANA,3.9,1060,"FCR4+4Q Hyderabad, Telangana"
Nova ENT Hospital,HYDERABAD,TELANGANA,4.3,580,"CF94+9W Hyderabad, Telangana"
Indo Us Superspeciality Hospital,HYDERABAD,TELANGANA,4.5,588,"9GF2+37 Hyderabad, Telangana"
Kamineni Hospitals Pvt. Ltd,HYDERABAD,TELANGANA,4.4,4784,"9H24+M6 Hyderabad, Telangana"
Ikon Hospital,HYDERABAD,TELANGANA,3.7,334,"F9PQ+4X Hyderabad, Telangana"
Yashoda Super Sprciality Hospital,HYDERABAD,TELANGANA,4.8,29007,"CFF4+QM Hyderabad, Telangana"
"Vijaya Marie Hospital & Education 
Society",HYDERABAD,TELANGANA,3.4,400,"CF54+28 Hyderabad, Telangana"
SVK Hospital,HYDERABAD,TELANGANA,2.8,41,"GC6W+QJ Hyderabad, Telangana"
Sai Sanjeevini Hospitals,HYDERABAD,TELANGANA,3.7,496,"9G6V+87 Hyderabad, Telangana"
"Dr Raos ENT Super Speciality 
International Hospital",HYDERABAD,TELANGANA,4.7,11009,"F9QV+7X Hyderabad, Telangana"
"Apollo Hospitals Enterprises Ltd(Jubilee 
Hills)",HYDERABAD,TELANGANA,4.8,31554,"CC87+44 Hyderabad, Telangana"
Sreshta Orange Hospitals,HYDERABAD,TELANGANA,4.3,1283,"8HW3+2G Hyderabad, Telangana"
Leela Hospital,HYDERABAD,TELANGANA,,,
Citizens Hospital,HYDERABAD,TELANGANA,,,
"Remedy Super Speciality 
Hospital(Kukatpally )",HYDERABAD,TELANGANA,4.4,1997,"F9VX+VC Hyderabad, Telangana"
Femina Motherhood Hospital,HYDERABAD,TELANGANA,3.9,37,
Sankhya Hospitals,HYDERABAD,TELANGANA,4.5,534,"F9MV+H8 Hyderabad, Telangana"
"Sai Siva Childrens Hospital And Poly 
Clinic",HYDERABAD,TELANGANA,4.4,143,"F8VF+PJ Chanda Nagar, Hyderabad, Telangana"
RR Hospital,HYDERABAD,TELANGANA,5.0,776,"FHXV+W4 Hyderabad, Telangana"
Srikara Hospitals,HYDERABAD,TELANGANA,4.6,2009,"8GVX+QC L. B. Nagar, Hyderabad, Telangana"
Virinchi Hospitals Hyderabad,HYDERABAD,TELANGANA,4.4,2917,"CF52+6G Hyderabad, Telangana"
Konark Multispeciality Hospitals,HYDERABAD,TELANGANA,3.7,265,"GF6G+X5 Hyderabad, Telangana"
Majestic Hospital,HYDERABAD,TELANGANA,4.7,1285,"9CJC+2C Hyderabad, Telangana"
"Sunrise Super Speciality Children's 
Hospital",HYDERABAD,TELANGANA,2.0,277,"9FVQ+6Q Hyderabad, Telangana"
Pragna Hospitals,HYDERABAD,TELANGANA,3.6,205,"CFF2+J2 Hyderabad, Telangana"
Seha Hospital,Hyderabad,TELANGANA,2.6,36,"CF36+MX Hyderabad, Telangana"
"Sunrise Super Speciality Children'S 
Hospital",HYDERABAD,TELANGANA,2.0,277,"9FVQ+6Q Hyderabad, Telangana"
Trident Hospitals,HYDERABAD,TELANGANA,3.2,126,"796M+2J Hyderabad, Telangana"
Little Stars Children'S Hospital,HYDERABAD,TELANGANA,4.4,1404,"CC8W+2M Hyderabad, Telangana"
New Life Line Multi Speciality Hospital,HYDERABAD,TELANGANA,3.3,161,"FHQ7+5R Secunderabad, Telangana"
"Lk Hospital Pvt Ltd Diagnostics And Poly 
Clinic",HYDERABAD,TELANGANA,,,
Dr Laxmans Children Hospital,HYDERABAD,TELANGANA,4.0,107,"GC8W+CW Hyderabad, Telangana"
Bhavya Multispeciality Hospital,HYDERABAD,TELANGANA,4.4,112,"9HG4+VR Hyderabad, Telangana"
Gurunanak Care Hospitals,HYDERABAD,TELANGANA,4.3,1144,"CF8X+54 Hyderabad, Telangana"
"Dr rajashekar Reddy Laparoscopy 
Hospital",HYDERABAD,TELANGANA,4.4,273,"9G3W+MQ L. B. Nagar, Hyderabad, Telangana"
Sreshta Sri Kamala Hospitals,HYDERABAD,TELANGANA,3.7,418,"9G9C+8V Hyderabad, Telangana"
Krishna Hospital,HYDERABAD,TELANGANA,3.8,22,
Prasad Hospital,HYDERABAD,TELANGANA,4.6,2832,"FCR2+RJ Hyderabad, Telangana"
Shreyas Hospital,HYDERABAD,TELANGANA,4.5,1295,"FHH7+43 Secunderabad, Telangana"
Vanaja Hospital,HYDERABAD,TELANGANA,,,"G834+VF Hyderabad, Telangana"
Asha Hospital,HYDERABAD,TELANGANA,3.1,214,"CCCM+FR Hyderabad, Telangana"
Sigma Hospitals,HYDERABAD,TELANGANA,3.0,49,
RK Hospitals,HYDERABAD,TELANGANA,4.5,122,"8GQF+J8 Champapet, Telangana"
SM Hospital,HYDERABAD,TELANGANA,3.8,42,
Sri Narmada Hospital,HYDERABAD,TELANGANA,3.3,175,"CF7R+C6 Hyderabad, Telangana"
ST Theresas Hospital,HYDERABAD,TELANGANA,4.4,1994,"FC2Q+M2 Hyderabad, Telangana"
Disha Childrens Hospital,HYDERABAD,TELANGANA,3.2,196,"9H34+23 Hyderabad, Telangana"
Preeti Urology & Kidney Hospital,HYDERABAD,TELANGANA,4.4,2082,"F9RW+GQ Hyderabad, Telangana"
"Lotus Hospitals For Women & Children 
(Kukatpally)",HYDERABAD,TELANGANA,4.0,1068,"F9RV+C7 Hyderabad, Telangana"
Lotus Hospitals For Women & Children,HYDERABAD,TELANGANA,4.0,1164,"CF36+M9 Hyderabad, Telangana"
Shine Childrens Hospital,HYDERABAD,TELANGANA,2.2,55,"8HX2+8R L. B. Nagar, Hyderabad, Telangana"
"Vasavi Medical And Research 
Centre(Vasavi Hospital)",HYDERABAD,TELANGANA,4.5,119,"CF47+JP Hyderabad, Telangana"
Healthcare Hospital,HYDERABAD,TELANGANA,2.9,112,"8GWX+5P Hyderabad, Telangana"
Supraja Hospitals (Hyderabad),HYDERABAD,TELANGANA,4.1,944,"9HG5+P8 Hyderabad, Telangana"
Sree Sreyas Hospital,HYDERABAD,TELANGANA,4.7,35,"8GWH+9J Hyderabad, Telangana"
Sri Ganesh Orthopaedic Hospital,HYDERABAD,TELANGANA,4.5,154,"CCG4+GQ Jubilee Hills, Hyderabad, Telangana"
"Sai Krishna Super Speciality Neuro 
Hospital",HYDERABAD,TELANGANA,2.9,523,"9FQW+X9 Hyderabad, Telangana"
"Apollo Hospital Enterprises 
Ltd(Kanchanbagh-Drdo)",HYDERABAD,TELANGANA,4.7,3266,"8GV4+2R Hyderabad, Telangana"
"Medicover Hospitals (A Unit Of 
Sahrudaya Health Care Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258,"C9WH+M6 Hyderabad, Telangana"
Aakar Asha Hospital,HYDERABAD,TELANGANA,4.6,145,"FCQ5+P6 Hyderabad, Telangana"
Jayakrishna Hospital,HYDERABAD,TELANGANA,5.0,1,
Janapareddy Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.3,1152,"GFFM+V4 Hyderabad, Telangana"
Manjeera Super Speciality Hospital,HYDERABAD,TELANGANA,3.8,201,"H3QG+V6 Pothreddipalle, Telangana"
Sumana Hospital,HYDERABAD,TELANGANA,,,
Raja Hospital,HYDERABAD,TELANGANA,3.6,251,
Cure Well Hospital,HYDERABAD,TELANGANA,3.4,14,"CF46+87 Hyderabad, Telangana"
"Sri Sai Raghavendra Multi Speciality 
Hospital",HYDERABAD,TELANGANA,5.0,10,"H3QM+F4 Sangareddy, Telangana"
Gleneagles Global Hospitals,HYDERABAD,TELANGANA,4.8,5200,"CF47+48 Hyderabad, Telangana"
Shalini Hospitals,HYDERABAD,TELANGANA,3.9,2714,"9FVW+28 Hyderabad, Telangana"
Prathima Hospitals,HYDERABAD,TELANGANA,4.2,1716,"F9WX+M2 Hyderabad, Telangana"
JJ Hospital,HYDERABAD,TELANGANA,3.5,579,"CCVJ+XX Hyderabad, Telangana"
Archana Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.1,1678,"F8WP+CX Miyapur, Telangana"
Continental Hospitals,HYDERABAD,TELANGANA,4.6,18781,"C89Q+2Q Nanakramguda, Telangana"
Mahavir Hospital And Research Centre,HYDERABAD,TELANGANA,3.2,433,"CF34+CR Hyderabad, Telangana"
Vijaya Hospital,HYDERABAD,TELANGANA,3.9,60,"F8WW+59 Madeenaguda, Telangana"
SLMS Hospital,HYDERABAD,TELANGANA,3.3,58,"9HG4+9P Hyderabad, Telangana"
Sri Tirumala Hospital,HYDERABAD,TELANGANA,4.5,737,"G872+8V Ameenpur, Miyapur, Hyderabad, Telangana"
Aruna Hospital,HYDERABAD,TELANGANA,3.1,226,"8HV3+QV L. B. Nagar, Hyderabad, Telangana"
Vasundhara Hospital,HYDERABAD,TELANGANA,3.7,106,"FCFC+CM Hyderabad, Telangana"
Sri Siddeshwara Hospital,HYDERABAD,TELANGANA,2.9,114,"8GWC+JF Hyderabad, Telangana"
