Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code
"Ram Janki Memorial Vijay Vergiya 
Hospital",Jaipur,RAJASTHAN,4.0,37.0,"RRWH+R2 Jaipur, Rajasthan"
Rawal Hospital,Jaipur,RAJASTHAN,4.3,46.0,"VPC2+M6 Jaipur, Rajasthan"
Rungta Hospital,JAIPUR,RAJASTHAN,4.8,11020.0,"VR48+W3 Jaipur, Rajasthan"
"SR Kalla Memorial Gastro And General 
Hospital",JAIPUR,RAJASTHAN,4.0,1352.0,"WQ7W+5R Jaipur, Rajasthan"
Sahai Hospital And Research Centre,Jaipur,RAJASTHAN,4.4,270.0,"VRW9+8X Jaipur, Rajasthan"
Shri Amar Jain Hospital,Jaipur,RAJASTHAN,3.4,131.0,"WRCC+4J Jaipur, Rajasthan"
Shri Hospital (Vishnupuri),JAIPUR,RAJASTHAN,3.3,190.0,"RRWG+XV Jaipur, Rajasthan"
Shubh Hospital,JAIPUR,RAJASTHAN,3.8,125.0,"VQW2+VW Jaipur, Rajasthan"
Sita Devi Hospital,Jaipur,RAJASTHAN,3.5,93.0,"VQXJ+47 Jaipur, Rajasthan"
"Manipal Hospital( Manipal Hospital Jaipur 
Pvt.Ltd)",JAIPUR,RAJASTHAN,4.9,17804.0,"XQ9F+F9 Jaipur, Rajasthan"
Sparsh Hospital(Jaip),Jaipur,RAJASTHAN,3.5,87.0,"RQCJ+P3 Jaipur, Rajasthan"
Swastik Multispeciality Hospital,JAIPUR,RAJASTHAN,4.5,120.0,"VP5C+C5 Jaipur, Rajasthan"
T.K. Hospital,Jaipur,RAJASTHAN,4.4,10.0,"WR7F+9X Jaipur, Rajasthan"
"The Royal Orthopaedic Hospital And 
Sports Injury Center (Jaipur)",Jaipur,RAJASTHAN,4.9,691.0,"VQPW+H9 Jaipur, Rajasthan"
"Shalby Hospital, Jaipur",JAIPUR,RAJASTHAN,4.7,11883.0,"WP3H+9M Jaipur, Rajasthan"
Rajat Maternity And General Hospital,JAIPUR,RAJASTHAN,3.7,66.0,"WPFF+6F Jaipur, Rajasthan"
HCG Hospital,JAIPUR,RAJASTHAN,4.8,7402.0,"VQ89+XR Jaipur, Rajasthan"
"Dana Shivam Heart And Super Speciality 
Hospital",JAIPUR,RAJASTHAN,,,
Shivam Super Speciality Hospital,JAIPUR,RAJASTHAN,3.9,116.0,"RR3R+Q6 Jaipur, Rajasthan"
Agrawal Heart & General Hospital,JAIPUR,RAJASTHAN,3.3,26.0,"RG9V+G4 Bagru, Rajasthan"
Indus Jaipur Hospital,JAIPUR,RAJASTHAN,4.2,1037.0,"VQ98+5X Jaipur, Rajasthan"
Maxwell Hospital,JAIPUR,RAJASTHAN,3.5,229.0,"WQMV+PW Jaipur, Rajasthan"
"Maharaja Agrasen Superspeciality 
Hospital",JAIPUR,RAJASTHAN,4.0,16.0,"XQ8M+GM Jaipur, Rajasthan"
Adinath Ent & General Hospital,JAIPUR,RAJASTHAN,4.5,1608.0,"VRRG+JH Jaipur, Rajasthan"
Kandoi Hospital,JAIPUR,RAJASTHAN,4.4,49.0,"VMGQ+4W Jaipur, Rajasthan"
CKS Hospitals,JAIPUR,RAJASTHAN,,,
SCR Superspeciality Hospital SCR,JAIPUR,RAJASTHAN,4.8,606.0,"WP9Q+WM Jaipur, Rajasthan"
"Shri Ram Hospital(Shri Ram Super 
Speciality Surgical Centre Pvt Ltd)(Jalore)",JALORE CITY,RAJASTHAN,4.2,82.0,"8JQH+QF Jalore, Rajasthan"
Metro Hospital and Trauma centre,JHUNJHUNU,RAJASTHAN,3.5,54.0,"4C95+PV Jhunjhunu, Rajasthan"
R And R Multispeciality Hospital,JHUNJHUNU,RAJASTHAN,3.4,128.0,"49MM+94 Jhunjhunu, Rajasthan"
Ravindra Hospital,JHUNJHUNU,RAJASTHAN,4.7,473.0,"494P+QQ Jhunjhunu, Rajasthan"
Oxford Hospital,JHUNJHUNU,RAJASTHAN,4.4,44.0,"49QM+9X Jhunjhunu, Rajasthan"
"CKRD Memorial Hospital And Research 
Institute",JHUNJHUNU,RAJASTHAN,4.7,1739.0,"499P+CW Jhunjhunu, Rajasthan"
"Goyal Hospital And Research Centre Pvt 
Ltd",JODHPUR,RAJASTHAN,3.9,1187.0,"72C5+X6 Jodhpur, Rajasthan"
Kamla Nagar Hospital,JODHPUR,RAJASTHAN,4.5,789.0,"7XCP+CQ Jodhpur, Rajasthan"
Vasundhara Hospital,JODHPUR,RAJASTHAN,4.1,584.0,"7X8H+CF Jodhpur, Rajasthan"
Asg Hospital Pvt Ltd Paota,JODHPUR,RAJASTHAN,4.8,3598.0,"72XQ+JG Jodhpur, Rajasthan"
Asg Hospital Pvt Ltd,JODHPUR,RAJASTHAN,4.8,3998.0,"7X9Q+G3 Jodhpur, Rajasthan"
Asg Hospital Pvt Ltd Basni Jodhpur,Jodhpur,RAJASTHAN,4.8,3998.0,"7X9Q+G3 Jodhpur, Rajasthan"
Asg Hospital Pvt Ltd,JODHPUR,RAJASTHAN,4.8,3998.0,"7X9Q+G3 Jodhpur, Rajasthan"
"Balaji Hospital -A Unit Of 25 Wellness 
And Research Centre Pvt Ltd",JODHPUR,RAJASTHAN,2.6,267.0,"6XXC+MM Jodhpur, Rajasthan"
"Kailash Hospital Trauma And Research 
Center",JODHPUR,RAJASTHAN,4.3,72.0,"8325+3C Jodhpur, Rajasthan"
Krishna Super Speciality Hospital,JODHPUR,RAJASTHAN,2.9,230.0,"6XXF+84 Jodhpur, Rajasthan"
Medipulse Hospital,JODHPUR,RAJASTHAN,4.3,2714.0,"62M5+GC Jodhpur, Rajasthan"
"Dhanwantri Hospital And Research 
Centre",JODHPUR,RAJASTHAN,3.2,94.0,"7X4M+PF Jodhpur, Rajasthan"
Preksha Hospital,JODHPUR,RAJASTHAN,4.0,195.0,"7X5P+HM Jodhpur, Rajasthan"
Global Care Hospital,JODHPUR,RAJASTHAN,4.1,137.0,"72XQ+V4 Jodhpur, Rajasthan"
Chanddni Hospital,KOTA,RAJASTHAN,4.3,222.0,"4RRQ+XP Kota, Rajasthan"
Jain Surgical Hospital,KOTA,RAJASTHAN,4.7,1146.0,"4RMF+PH Kota, Rajasthan"
Jaiswal Hospital And Neuro Institute,KOTA,RAJASTHAN,4.2,519.0,"5V23+58 Kota, Rajasthan"
Kota Trauma Hospital,KOTA,RAJASTHAN,4.4,77.0,"5R7G+77 Kota, Rajasthan"
Maitri Hospital.,KOTA,RAJASTHAN,3.7,664.0,"4VX3+H3 Kota, Rajasthan"
Mewar Hospital Pvt Ltd(Kota),KOTA,RAJASTHAN,3.9,50.0,"5V23+J8 Kota, Rajasthan"
SK Ramchandani Orthopaedic Hospital,KOTA,RAJASTHAN,4.1,51.0,"4RXX+7X Kota, Rajasthan"
"S.N.Pareek Memorial Hospital And 
Research Centre Sansthan",KOTA,RAJASTHAN,3.0,187.0,"5R2M+PW Kota, Rajasthan"
"Sudha Hospital And Medical Research 
Center Pvt Ltd",KOTA,RAJASTHAN,4.4,2222.0,"5V22+6X Kota, Rajasthan"
"Radhakrishana Criticalcare And General 
Hospital",KOTA,RAJASTHAN,4.4,165.0,"5R2W+WW Kota, Rajasthan"
"Shanti Hospital Mother Child Ans 
Multispeciality",KOTA,RAJASTHAN,3.1,48.0,"4RQ9+72 Kota, Rajasthan"
Yadav Hospital,KOTA,RAJASTHAN,3.8,31.0,"4RWH+38 Kota, Rajasthan"
Kinker Hospital And Research Centre,KOTA,RAJASTHAN,4.6,10.0,"5V23+33 Kota, Rajasthan"
Asg Hospital Pvt Ltd (Nagaur),Nagaur,RAJASTHAN,4.4,142.0,"6P3C+QR Nagaur, Rajasthan"
"Shri Ram Hospital(Shri Ram Super 
Speciality Surgical Centre Pvt Ltd)",PALI,RAJASTHAN,4.4,378.0,"Q8FR+V8 Pali, Rajasthan"
Garg Hospital And Research Centre,SAWAI MADHOPUR,RAJASTHAN,4.1,19.0,"2938+43 Sawai Madhopur, Rajasthan"
Dhayal Hospital Research Centre (Sikar),SIKAR,RAJASTHAN,3.9,149.0,"9H9F+3M Reengus, Rajasthan"
Gurukripa Hospital,SIKAR,RAJASTHAN,3.6,553.0,"J5C6+X5 Sikar, Rajasthan"
Asg Hospital Pvt Ltd (Ganganagar ),Sriganganagar,RAJASTHAN,4.5,2.0,"WV6H+MW Sri Ganganagar, Rajasthan"
Shri Om Sai Multi Speciality Hospital,SRIGANGANAGAR,RAJASTHAN,3.8,116.0,"WV2P+7G Sri Ganganagar, Rajasthan"
"Medanta S N Superspeciality Hospital Pvt 
Ltd",SRIGANGANAGAR,RAJASTHAN,4.7,2985.0,"VWP4+X8 Sri Ganganagar, Rajasthan"
Agrawal Hospital,TONK,RAJASTHAN,3.6,111.0,"5Q3R+MG Tonk, Rajasthan"
Asg Hospital Pvt Ltd (Udaipur),UDAIPUR,RAJASTHAN,4.8,2764.0,"HMWV+6C Udaipur, Rajasthan"
Paras Jk Hospital Udaipur,UDAIPUR,RAJASTHAN,4.7,9610.0,
Gbh American Hospital,UDAIPUR,RAJASTHAN,4.4,3225.0,"HMVW+9C Udaipur, Rajasthan"
Mewar Hospital Pvt Ltd (Udaipur),UDAIPUR,RAJASTHAN,4.6,852.0,"JMHW+PC Udaipur, Rajasthan"
Pacific Medical College And Hospital,UDAIPUR,RAJASTHAN,3.8,481.0,"MP92+HW Udaipur, Rajasthan"
Shantiraj Hospital Pvt Ltd,UDAIPUR,RAJASTHAN,4.2,156.0,
"Dr Chaudhary Hospital And Research 
Centre Pvt Ltd",UDAIPUR,RAJASTHAN,4.3,628.0,"HP8C+JM Udaipur, Rajasthan"
Siddhi Vinayak Hospital,UDAIPUR,RAJASTHAN,3.8,144.0,"HP5C+PJ Udaipur, Rajasthan"
Shriram Spine Hospital,UDAIPUR,RAJASTHAN,3.8,67.0,"HMVV+77 Udaipur, Rajasthan"
Sai Fertility Centre And Hospital,CHENGALPATTU,TAMILNADU,4.4,855.0,"MXQJ+W3 Chengalpattu, Tamil Nadu"
Deepam Hospital Pvt Ltd,CHENNAI,TAMILNADU,3.8,500.0,"W4H8+QX Chennai, Tamil Nadu"
Venkataeswara Hospitals,CHENNAI,TAMILNADU,4.8,3826.0,"26HV+QJ Chennai, Tamil Nadu"
Aditya Hospital Chennai,CHENNAI,TAMILNADU,3.2,77.0,"36JX+7C Chennai, Tamil Nadu"
Sri Venkateshwara C M Hospital,CHENNAI,TAMILNADU,4.5,429.0,"X5PP+89 Chennai, Tamil Nadu"
Miot Hospitals Ltd,CHENNAI,TAMILNADU,4.4,4234.0,"25CP+V9 Chennai, Tamil Nadu"
Anjakha Hospital,CHENNAI,TAMILNADU,4.3,1179.0,"X57Q+G6 Chennai, Tamil Nadu"
Apollo Hospitals And Group Hospital,CHENNAI,TAMILNADU,4.7,45904.0,"3772+7J Chennai, Tamil Nadu"
Sakthi Hospital And Research Centre,CHENNAI,TAMILNADU,3.9,375.0,"374G+R7 Chennai, Tamil Nadu"
"Christudas Orthopadeic Speciality 
Hospital",CHENNAI,TAMILNADU,3.6,552.0,"W4CH+H3 Chennai, Tamil Nadu"
Apollo Specialty Hospitals,CHENNAI,TAMILNADU,4.3,83.0,"26MW+F3 Chennai, Tamil Nadu"
"Vasantha Subramanian Hospital India Pvt 
Ltd(Kilpauk)",CHENNAI,TAMILNADU,4.6,1634.0,"37F3+62 Chennai, Tamil Nadu"
"KKR ENT Hospital And Research Institute 
Pvt Ltd",CHENNAI,TAMILNADU,4.2,895.0,"36HW+73 Chennai, Tamil Nadu"
Av Hospitals,CHENNAI,TAMILNADU,4.3,94.0,"478P+VH Chennai, Tamil Nadu"
Sen Hospital,CHENNAI,TAMILNADU,4.2,157.0,"466R+8Q Chennai, Tamil Nadu"
Rathi Med Speciality Hospital,CHENNAI,TAMILNADU,4.3,253.0,"36R9+M5 Chennai, Tamil Nadu"
Vasanthram Hospital,CHENNAI,TAMILNADU,4.8,38.0,"26V9+7F Chennai, Tamil Nadu"
Aakash Hospital Chennai,CHENNAI,TAMILNADU,3.8,469.0,"5893+RP Chennai, Tamil Nadu"
Chennai National Hospital,CHENNAI,TAMILNADU,4.7,3453.0,"37WR+HJ Chennai, Tamil Nadu"
Amma Hospital,CHENNAI,TAMILNADU,3.8,458.0,"367J+27 Chennai, Tamil Nadu"
"Amrit Hospital ( Amrit Medicare Private 
Limite )",Chennai,TAMILNADU,3.7,230.0,"37RH+VM Chennai, Tamil Nadu"
Anand Hospital,Chennai,TAMILNADU,3.5,101.0,"5775+G7 Chennai, Tamil Nadu"
Ann Hospital ( Indira Nagar ),CHENNAI,TAMILNADU,3.9,496.0,"25RH+69 Chennai, Tamil Nadu"
Apollo Children'S Hospital,CHENNAI,TAMILNADU,4.9,14663.0,"3763+33 Chennai, Tamil Nadu"
Apollo First Med Hospitals,CHENNAI,TAMILNADU,,,"36HW+59 Chennai, Tamil Nadu"
Apollo Hospital (Aynampakkam),CHENNAI,TAMILNADU,4.8,15544.0,"35C2+76 Chennai, Tamil Nadu"
Apollo Hospitals (Tondiarpet),Chennai,TAMILNADU,,,
Apollo Hospitals City Centre,Chennai,TAMILNADU,4.7,45904.0,"3772+7J Chennai, Tamil Nadu"
"Apollo Speciality Hospitals Omr 
Perungudi",CHENNAI,TAMILNADU,4.7,9845.0,"X67W+78 Chennai, Tamil Nadu"
"Apollo Spectra Hospitals (Apollo 
Speciality Hospitals Private Ltd) (Satyade",CHENNAI,TAMILNADU,4.8,3216.0,"27P4+CV Chennai, Tamil Nadu"
Apollo Womens Hospital Credile Royal,CHENNAI,TAMILNADU,4.3,272.0,"3763+32 Chennai, Tamil Nadu"
Athipathi Hospital And Research Centre,Chennai,TAMILNADU,3.3,54.0,"X6GC+GV Chennai, Tamil Nadu"
BM Orthopaedic Hospital,CHENNAI,TAMILNADU,3.6,261.0,"449X+7W Chennai, Tamil Nadu"
Be Well Hospitals T Nagar,CHENNAI,TAMILNADU,4.5,1139.0,"26VW+64 Chennai, Tamil Nadu"
Be Well Speciality Hospitals,CHENNAI,TAMILNADU,4.5,1139.0,"26VW+64 Chennai, Tamil Nadu"
"Bharani Hospital (The Specialities 
Healthcare)",Chennai,TAMILNADU,4.5,2.0,"465Q+X3 Chennai, Tamil Nadu"
Billroth Hospitals,CHENNAI,TAMILNADU,3.9,1791.0,"36GG+8W Chennai, Tamil Nadu"
Billroth Hospitals(Chen),Chennai,TAMILNADU,3.9,1791.0,"36GG+8W Chennai, Tamil Nadu"
Bss Hospital,CHENNAI,TAMILNADU,3.9,290.0,"27G8+C6 Chennai, Tamil Nadu"
Chennai Krishna Hospital,Chennai,TAMILNADU,3.8,171.0,"W4WP+HP Chennai, Tamil Nadu"
"Chennai Meenakshi Multi Speciality 
Hospital Ltd.",Chennai,TAMILNADU,3.4,195.0,"27Q6+2Q Chennai, Tamil Nadu"
Chettinad Super Specilality Hospital,Chennai,TAMILNADU,4.3,1214.0,"Q6W9+G4 Kelambakkam, Tamil Nadu"
Sugam Hospital,CHENNAI,TAMILNADU,4.2,965.0,"5883+38 Chennai, Tamil Nadu"
"Hariharan Diabetes And Heart Care 
Hospitals",CHENNAI,TAMILNADU,4.5,489.0,"X5MR+V6 Chennai, Tamil Nadu"
Dr A Ramachandrans Diabetes Hospital,CHENNAI,TAMILNADU,4.0,139.0,"267C+26 Chennai, Tamil Nadu"
Gunasekaran Hospitals,CHENNAI,TAMILNADU,3.9,289.0,"26QQ+2H Chennai, Tamil Nadu"
"Mehta Multispeciality Hospitals India Pvt. 
Ltd.",CHENNAI,TAMILNADU,4.7,2099.0,"3646+4P Chennai, Tamil Nadu"
Faith Multispecialty Hospital,Chennai,TAMILNADU,3.6,128.0,"4646+63 Chennai, Tamil Nadu"
Fortis Malar Hospitals Ltd,CHENNAI,TAMILNADU,4.0,8.0,"2765+2G Chennai, Tamil Nadu"
G. R. Hospital,Chennai,TAMILNADU,3.7,75.0,"X6W4+5P Chennai, Tamil Nadu"
Gajanan Hospital Pvt Ltd(A.G.Hospital),Chennai,TAMILNADU,2.7,82.0,"X42V+5F Chennai, Tamil Nadu"
Ganga Hospital (Chennai),Chennai,TAMILNADU,4.0,41.0,"479Q+XR Chennai, Tamil Nadu"
Girishwari Hospital Pvt Ltd,CHENNAI,TAMILNADU,3.6,135.0,"27P2+2P Chennai, Tamil Nadu"
Hande Hospital,Chennai,TAMILNADU,4.1,248.0,"36GG+HW Chennai, Tamil Nadu"
Helios Hospital,CHENNAI,TAMILNADU,4.5,359.0,"X6P9+6H Chennai, Tamil Nadu"
Hiba Hospital,Chennai,TAMILNADU,4.3,69.0,"376G+J7 Chennai, Tamil Nadu"
Hindu Mission Hospital,CHENNAI,TAMILNADU,4.4,5954.0,"W4F7+FJ Chennai, Tamil Nadu"
IK Hospital,CHENNAI,TAMILNADU,4.1,129.0,"35PX+QM Chennai, Tamil Nadu"
Jv Hospital,CHENNAI,TAMILNADU,4.2,281.0,"362H+6W Chennai, Tamil Nadu"
K. J. Hospital Pvt Ltd,Chennai,TAMILNADU,4.4,28.0,"37H3+M3 Chennai, Tamil Nadu"
Kanaga Hospital,CHENNAI,TAMILNADU,3.4,53.0,"245C+WR Chennai, Tamil Nadu"
Karthic Hospital (Thiruvottiyur),Chennai,TAMILNADU,3.9,22.0,
Kasturi Hospital (Chennai),CHENNAI,TAMILNADU,4.6,644.0,"W4G7+PV Chennai, Tamil Nadu"
Kauvery Hospital,CHENNAI,TAMILNADU,4.7,11375.0,"27Q4+7V Chennai, Tamil Nadu"
Kumaran Hospital Pvt Ltd,CHENNAI,TAMILNADU,4.4,1462.0,"36HX+JJ Chennai, Tamil Nadu"
Lake View Hospital (Chennai),Chennai,TAMILNADU,3.2,20.0,"46P5+PF Chennai, Tamil Nadu"
Laksha Hospitals,Chennai,TAMILNADU,3.6,114.0,"27X7+J3 Chennai, Tamil Nadu"
Lakshmi Hospital,Chennai,TAMILNADU,3.7,95.0,"26JC+JP Chennai, Tamil Nadu"
Laser And Laproscopic Hospital,Chennai,TAMILNADU,3.9,91.0,"26VP+6R Chennai, Tamil Nadu"
MR Hospital,CHENNAI,TAMILNADU,3.6,171.0,"36F9+2Q Chennai, Tamil Nadu"
M.N. Orthopaedic Hospital,Chennai,TAMILNADU,4.2,229.0,"36JM+9C Chennai, Tamil Nadu"
Mahalakshmi Hospital,CHENNAI,TAMILNADU,3.6,449.0,"44FW+2Q Chennai, Tamil Nadu"
Mohan Hospital (Chennai),Chennai,TAMILNADU,4.8,3856.0,"36P6+3X Chennai, Tamil Nadu"
Nanthini Hospital,Chennai,TAMILNADU,2.6,113.0,"W6MJ+4M Chennai, Tamil Nadu"
Narayanaa Hospital,Chennai,TAMILNADU,4.6,660.0,"37Q3+VV Chennai, Tamil Nadu"
Nichanis Hospital,CHENNAI,TAMILNADU,3.9,108.0,"476V+FH Chennai, Tamil Nadu"
Noble Hospital,CHENNAI,TAMILNADU,4.7,3382.0,"37J3+W7 Chennai, Tamil Nadu"
Pallava Hospital Ltd.,Chennai,TAMILNADU,3.1,232.0,"26R7+R2 Chennai, Tamil Nadu"
Parvathy Ortho Hospital Pvt Ltd,CHENNAI,TAMILNADU,4.7,5472.0,"W4WP+CM Chennai, Tamil Nadu"
Pavithra Hospitals Pvt Ltd,CHENNAI,TAMILNADU,3.5,56.0,"46GX+FJ Chennai, Tamil Nadu"
Ponmalligai Hospital,Chennai,TAMILNADU,4.3,423.0,"X6V4+2C Chennai, Tamil Nadu"
Prime Indian Hospitals Pvt Ltd,Chennai,TAMILNADU,4.1,809.0,"36G4+M8 Chennai, Tamil Nadu"
Rakshith Hospital,CHENNAI,TAMILNADU,4.2,303.0,"25RH+X2 Chennai, Tamil Nadu"
Right Hospitals,Chennai,TAMILNADU,3.6,86.0,"36HR+H6 Chennai, Tamil Nadu"
Rigid Hospital Pvt Ltd,CHENNAI,TAMILNADU,4.4,39.0,"36HM+5F Chennai, Tamil Nadu"
Rotary Central Margaret Sidney Hospital,CHENNAI,TAMILNADU,2.9,122.0,"X5MV+G7 Chennai, Tamil Nadu"
"Rsr'S Trinity Acute Care 
Hospital(Chennai)",Chennai,TAMILNADU,3.3,90.0,"27Q5+F4 Chennai, Tamil Nadu"
S P Hospital,Chennai,TAMILNADU,3.1,268.0,"X6V2+99 Chennai, Tamil Nadu"
Sai Ortho Care Hospitals P Ltd,Chennai,TAMILNADU,4.2,117.0,"26MP+8V Chennai, Tamil Nadu"
"Sankara Kidney Hospital ( A Unit Of 
Satyanorayana Medical And Research 
Trus",Chennai,TAMILNADU,,,"W4QW+R9 Chennai, Tamil Nadu"
Sbs Hospital-Chennai,Chennai,TAMILNADU,2.9,90.0,"355V+QP Chennai, Tamil Nadu"
"Shanmugam Multi Speciality Hospital 
(SMS)",CHENNAI,TAMILNADU,3.6,80.0,"476W+MR Chennai, Tamil Nadu"
Shivasunder Hospital,Chennai,TAMILNADU,3.2,78.0,"X7X5+43 Chennai, Tamil Nadu"
Sibi Hospital,Chennai,TAMILNADU,2.3,45.0,"X59R+W5 Chennai, Tamil Nadu"
Sinus And Nose Hospital,Chennai,TAMILNADU,3.6,35.0,"27PH+24 Chennai, Tamil Nadu"
Sooriya Hospital,Chennai,TAMILNADU,3.9,937.0,"26X3+79 Chennai, Tamil Nadu"
"Soundarapandian Bone And Joint 
Hospital And Research Institute Pvt Ltd",CHENNAI,TAMILNADU,4.1,818.0,"36M8+M7 Chennai, Tamil Nadu"
Sri Balaji Hospital,CHENNAI,TAMILNADU,4.1,365.0,"2644+WC Chennai, Tamil Nadu"
Sri Ranga Hospital,Chennai,TAMILNADU,3.9,121.0,"27H7+JH Chennai, Tamil Nadu"
Srm Speciality Hospital,Chennai,TAMILNADU,3.4,121.0,"26RF+PV Chennai, Tamil Nadu"
St.Thomas Hospital,Chennai,TAMILNADU,4.2,519.0,"256W+VH Chennai, Tamil Nadu"
Sudha Hospital,Chennai,TAMILNADU,4.9,282.0,"477R+4P Chennai, Tamil Nadu"
Sugam Hospital ( Thiruvottiyur Market),Chennai,TAMILNADU,4.2,965.0,"5883+38 Chennai, Tamil Nadu"
Vadapalani Multi Speciality Hospital,Chennai,TAMILNADU,3.2,38.0,"3627+M8 Chennai, Tamil Nadu"
"Vasantha Subramanian Hospital India Pvt 
Ltd(Chetpet)",CHENNAI,TAMILNADU,4.6,1634.0,"37F3+62 Chennai, Tamil Nadu"
Vasanthi Orthopaedic Hospital,CHENNAI,TAMILNADU,4.1,268.0,"36C8+W8 Chennai, Tamil Nadu"
Be Well Hospitals(Anna Nagar),CHENNAI,TAMILNADU,4.5,677.0,"35HX+Q8 Chennai, Tamil Nadu"
Velachery Ks Hospital,Chennai,TAMILNADU,4.3,588.0,"X6G6+HH Chennai, Tamil Nadu"
Vignesh Hospital,Chennai,TAMILNADU,3.5,184.0,"25JC+9H Chennai, Tamil Nadu"
Vijaya Hospital,CHENNAI,TAMILNADU,4.3,2281.0,"26X5+RC Chennai, Tamil Nadu"
"Xcellent Care Super-Speciality Hospital 
(P) Ltd.",Chennai,TAMILNADU,4.5,1353.0,"X6P9+69 Chennai, Tamil Nadu"
BM Hospital,CHENNAI,TAMILNADU,4.4,474.0,"X5QR+G3 Chennai, Tamil Nadu"
GG Super Speciality Hospitals,CHENNAI,TAMILNADU,4.0,279.0,"364X+53 Chennai, Tamil Nadu"
Prashanth Superspeciality Hospital,CHENNAI,TAMILNADU,,,
