Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code
St Stephen Hospital,NEW DELHI,DELHI,3.1,998.0,"M687+PR New Delhi, Delhi"
Holy Family Hospital,NEW DELHI,DELHI,3.6,1317.0,"H76G+P2 New Delhi, Delhi"
"Jeewan Hospital And Nursing Home Pvt 
Ltd (Jeewan Nagar)",NEW DELHI,DELHI,4.0,849.0,"H7H5+8P New Delhi, Delhi"
Bhagat Hospital,NEW DELHI,DELHI,3.5,327.0,"J454+CC New Delhi, Delhi"
Sunrise Hospital,NEW DELHI,DELHI,4.1,284.0,"H7G8+R9 New Delhi, Delhi"
"RG Stone Urology And Laproscopy 
Hospital Preet Vihar",NEW DELHI,DELHI,4.7,1631.0,"J7WW+8Q New Delhi, Delhi"
"Swasthik Hospital (A Unit Of Sushom 
Health Care Pvt.Ltd)",NEW DELHI,DELHI,4.0,132.0,"JX8M+M7 New Delhi, Delhi"
Maharaja Agrasen Hospital Dwarka,NEW DELHI,DELHI,4.5,2173.0,
Rockland Hospitals Ltd,NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi"
Pentamed Hospital,NEW DELHI,DELHI,3.4,212.0,M5XR+PQ Delhi
Mahindru Hospital,NEW DELHI,DELHI,3.5,423.0,J2CX+7W Delhi
Life Line Hospital Dwarka,NEW DELHI,DELHI,3.2,90.0,"H2VV+M3 New Delhi, Delhi"
Shishu Sadan Multispeciality Hospital,NEW DELHI,DELHI,3.4,156.0,"J3GF+V2 New Delhi, Delhi"
Pushpanjali Hospital And Trauma Centre,New Delhi,DELHI,4.4,250.0,M3JP+33 Delhi
"Apollo Spectra Hospitals (Apollo 
Speciality Hospitals Private Ltd) (Karolba",NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi"
Rathi Hospital,NEW DELHI,DELHI,4.6,2924.0,"M22J+HH New Delhi, Delhi"
Amar Leela Hospital Pvt. Ltd.,NEW DELHI,DELHI,4.0,323.0,"J3MQ+CF New Delhi, Delhi"
Ardent Ganpati Hospital,New Delhi,DELHI,3.3,39.0,
Cygnus MLS Super Speciality Hospital,NEW DELHI,DELHI,3.4,5.0,P43C+6G Delhi
Apollo Spectra Hospitals,NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi"
Delhi Hospital & Temple Nursing Home,NEW DELHI,DELHI,3.4,19.0,"J6RW+C2 New Delhi, Delhi"
"AS Kidney Hospital & Stone Centre Pvt. 
Ltd",New Delhi,DELHI,4.0,171.0,"J34J+FH New Delhi, Delhi"
"Apollo Cradle - For Women & Children (A 
Unit Of Apollo Speciality Hospitals Pvt 
Ltd)",NEW DELHI,DELHI,4.8,4010.0,"G6VX+V4 New Delhi, Delhi"
Tomar Multispeciality Hospital,New Delhi,DELHI,3.5,153.0,"P325+8P New Delhi, Delhi"
Irene Hospital,New Delhi,DELHI,4.1,358.0,"G7V5+V7 New Delhi, Delhi"
Mahajan Hospital,New Delhi,DELHI,4.6,314.0,"J3F7+HQ New Delhi, Delhi"
Vikas Hospital,NEW DELHI,DELHI,4.8,1005.0,"G59F+QR New Delhi, Delhi"
Dr Reena Janana & Surgical Hospital,New Delhi,DELHI,3.6,54.0,
Suman Super Speciality Hospital,NEW DELHI,DELHI,2.7,70.0,"J36G+VF New Delhi, Delhi"
Swasthik Hospital,NEW DELHI,DELHI,3.1,82.0,"J3QW+X7 New Delhi, Delhi"
Konarc Multispeciality Hospital,NEW DELHI,DELHI,3.1,57.0,M3G7+XH Delhi
Nestiva Hospital,New Delhi,DELHI,3.4,224.0,"H54F+9R New Delhi, Delhi"
Ishan Hospital,NEW DELHI,DELHI,4.5,285.0,"P4MQ+CV Rohini, Delhi"
Galaxy Hospital,New Delhi,DELHI,4.2,45.0,"M73V+5X New Delhi, Delhi"
Park Hospital,NEW DELHI,DELHI,4.8,6220.0,"M32V+P7 New Delhi, Delhi"
Apollo Spectra Hospitals Nehru Enclave,NEW DELHI,DELHI,4.8,5353.0,"G6WX+76 New Delhi, Delhi"
Fortis Hospital Shalimar Bagh,NEW DELHI,DELHI,4.6,7921.0,P559+RX Delhi
"Max Super Speciality Hospital (Shalimar 
Bagh)",NEW DELHI,DELHI,4.3,5843.0,"P5H3+55 New Delhi, Delhi"
"SCI International Hospital (Isis Hospital 
Pvt Ltd)",NEW DELHI,DELHI,4.9,2061.0,"G6XM+XM New Delhi, Delhi"
Surya Kiran Hospital Pvt Ltd,NEW DELHI,DELHI,3.4,84.0,"JX7R+GV New Delhi, Delhi"
Universal Hospital,NEW DELHI,DELHI,4.1,501.0,"F8P5+QW New Delhi, Delhi"
"Aakash Healthcare Super Speciality 
Hospital",NEW DELHI,DELHI,4.7,21848.0,"J343+39 Dwarka, Delhi"
Rosewood Hospital,NEW DELHI,DELHI,3.3,110.0,"JX6R+2W Najafgarh, Delhi"
Sinha Hospital,NEW DELHI,DELHI,3.6,34.0,"JX6V+X7 Najafgarh, Delhi"
Action Cancer Hospital,NEW DELHI,DELHI,4.5,1696.0,"M4F6+R3 New Delhi, Delhi"
Ayushman Hospital,NEW DELHI,DELHI,4.0,2376.0,"H3Q5+5R New Delhi, Delhi"
Sir Ganga Ram City Hospital,NEW DELHI,DELHI,4.6,1184.0,"J5VR+JG New Delhi, Delhi"
I Create Hospital,NEW DELHI,DELHI,4.8,211.0,J3CJ+C9 Delhi
Diyos Mens Hospital,NEW DELHI,DELHI,4.5,293.0,"H58V+9R New Delhi, Delhi"
"R G Stone Urology And Laparoscopy 
Hospital",GOA,GOA,4.6,3821.0,"GRGG+JC Pilern, Goa"
Manipal Hospitals,GOA,GOA,4.5,2236.0,"FR67+27 Durgavado, Goa"
Royal Hospital,GOA,GOA,3.5,96.0,"7XCC+8R Madgaon, Goa"
Healthway Hospital(Kadmba),GOA,GOA,3.3,263.0,"FWP6+6F Old Goa, Goa"
Healthway Hospitals,Panaji,GOA,3.3,97.0,"FRVJ+JC Panaji, Goa"
Cims Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,17464.0,"3GC8+5P Ahmedabad, Gujarat"
Bodyline Hospitals,Ahmedabad,GUJARAT,4.6,936.0,"2H53+XR Ahmedabad, Gujarat"
Panchshil Hospital,Ahmedabad,GUJARAT,3.7,118.0,
Poojan Children Hospital,AHMEDABAD,GUJARAT,4.9,2185.0,"3HF5+5M Ahmedabad, Gujarat"
Shivam Medical Hospital,AHMEDABAD,GUJARAT,4.8,643.0,"XJMC+QG Ahmedabad, Gujarat"
Siddhi Hospital,Ahmedabad,GUJARAT,4.0,6.0,
"Sanjivani Super Speciality Hospital Pvt 
Ltd",AHMEDABAD,GUJARAT,4.1,668.0,"2GRH+47 Ahmedabad, Gujarat"
SAL Hospital And Medical Institute,AHMEDABAD,GUJARAT,4.5,2538.0,"2GXF+RP Ahmedabad, Gujarat"
Shreeji Hospital(Ahmedabad),AHMEDABAD,GUJARAT,4.5,86.0,"2G7G+9M Ahmedabad, Gujarat"
Swapn Healthcare Hospital PVT. LTD,AHMEDABAD,GUJARAT,3.9,37.0,"XHMW+9V Ahmedabad, Gujarat"
Utkarsh Hospital,AHMEDABAD,GUJARAT,3.5,15.0,"4H5H+58 Ahmedabad, Gujarat"
Rushabh Medi Surge Hospital Pvt Ltd,AHMEDABAD,GUJARAT,3.3,36.0,"2G79+22 Ahmedabad, Gujarat"
Mansarovar Hospital,AHMEDABAD,GUJARAT,4.3,37.0,"2HW8+V5 Ahmedabad, Gujarat"
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131.0,"2G77+34 Ahmedabad, Gujarat"
Netra Raksha Hospital,AHMEDABAD,GUJARAT,2.8,4.0,"2JQQ+M7 Ahmedabad, Gujarat"
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131.0,"2G77+34 Ahmedabad, Gujarat"
Devasya Kidney Hospital,AHMEDABAD,GUJARAT,4.8,477.0,"2FHH+72 Ahmedabad, Gujarat"
"Tapan Hospital (A Unit Of Tapan Hospital 
Pvt Ltd)",AHMEDABAD,GUJARAT,3.2,23.0,"2JPH+CW Ahmedabad, Gujarat"
Parth Hospital,AHMEDABAD,GUJARAT,4.0,170.0,
Shaurya Hospital(Ahmedabad),Ahmedabad,GUJARAT,,786.0,"2H67+73 Ahmedabad, Gujarat"
"Zydus Hospital And Healthcare Research 
Pvt Ltd",Ahmedabad,GUJARAT,4.8,12658.0,"3G59+C2 Ahmedabad, Gujarat"
Hcg Medi - Surge Hospitals Pvt. Ltd.,Ahmedabad,GUJARAT,3.4,8.0,"2HH7+FR Ahmedabad, Gujarat"
Krishna Surgical Hospital,AHMEDABAD,GUJARAT,4.9,338.0,"3JCX+H5 Ahmedabad, Gujarat"
Aalok Orthocare Hospital,AHMEDABAD,GUJARAT,4.1,74.0,"2HXC+6M Ahmedabad, Gujarat"
Aarna Super Speciality Hospital,AHMEDABAD,GUJARAT,4.8,994.0,"2H75+QV Ahmedabad, Gujarat"
Anand Surgical Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,2422.0,"3J3J+VC Ahmedabad, Gujarat"
"Apollo Hospital International Ltd (City 
Center)",AHMEDABAD,GUJARAT,4.4,837.0,"2H95+96 Ahmedabad, Gujarat"
"Arihant Orthopaedic Hospital And Joint 
Replacement Centre",AHMEDABAD,GUJARAT,4.8,92.0,"2G7W+56 Ahmedabad, Gujarat"
Baps Yogiji Maharaj Hospital,AHMEDABAD,GUJARAT,4.8,4666.0,"2HWQ+CC Ahmedabad, Gujarat"
Dr.Saurabh Shah Orthopaedic Hospital,AHMEDABAD,GUJARAT,4.4,114.0,"3H45+VX Ahmedabad, Gujarat"
"Global Longlife Hospital And Research 
Pvt.Ltd",AHMEDABAD,GUJARAT,4.7,1017.0,"2GR5+FF Ahmedabad, Gujarat"
"Apollo Hospital International 
Ltd(Gandhinagar)",AHMEDABAD,GUJARAT,,,
J Chirag Surgical Hospital,AHMEDABAD,GUJARAT,,,"2HW6+GX Ahmedabad, Gujarat"
Kakadiya Hospital,AHMEDABAD,GUJARAT,3.2,212.0,"2JRJ+24 Ahmedabad, Gujarat"
Karnavati Superspeciality Hospital,AHMEDABAD,GUJARAT,4.8,813.0,
Laxmi Hospital And Diagnostic Centre,AHMEDABAD,GUJARAT,4.5,256.0,"2FHH+82 Ahmedabad, Gujarat"
Mansi Multispeciality Hospital,AHMEDABAD,GUJARAT,4.9,1680.0,"3H86+QR Ahmedabad, Gujarat"
Mayflower WomenS Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,749.0,"2GWR+7J Ahmedabad, Gujarat"
"Param Maternity Gynaec And Surgical 
Hospital",AHMEDABAD,GUJARAT,3.8,9.0,"4H3X+W2 Ahmedabad, Gujarat"
Rathi Hospital,AHMEDABAD,GUJARAT,4.0,78.0,"2GFG+4C Ahmedabad, Gujarat"
Shah Hospital (Dr. Manish Shah),AHMEDABAD,GUJARAT,4.3,165.0,"3H29+XV Ahmedabad, Gujarat"
Sumiran Women`S Hospital,AHMEDABAD,GUJARAT,4.9,714.0,"2HQ7+R4 Ahmedabad, Gujarat"
"The Gujarat Research And Medical 
Institute(Rajasthan Hospitals)",AHMEDABAD,GUJARAT,3.2,511.0,"3H4W+2M Ahmedabad, Gujarat"
Tirupati General Hospital,AHMEDABAD,GUJARAT,4.0,24.0,"3H87+VJ Ahmedabad, Gujarat"
Aarogyam Speciality Hospital,AHMEDABAD,GUJARAT,4.6,115.0,"2HW4+P6 Ahmedabad, Gujarat"
Anand Multispeciality Hospital,AHMEDABAD,GUJARAT,4.6,344.0,"3H4X+22 Ahmedabad, Gujarat"
Columbia Asia Hospital,AHMEDABAD,GUJARAT,4.8,150.0,"2HV6+JG Ahmedabad, Gujarat"
"Gcs Medical College Hospital And 
Research Centre",Ahmedabad,GUJARAT,4.5,3346.0,"2JQ6+Q8 Ahmedabad, Gujarat"
"Hcg Hospitals (Healthcare Global 
Enterprises Ltd)",Ahmedabad,GUJARAT,4.8,8249.0,"2HH7+GP Ahmedabad, Gujarat"
Indus Hospital,AHMEDABAD,GUJARAT,4.7,136.0,"2MJF+Q6 Ahmedabad, Gujarat"
Kaizen Hospital,AHMEDABAD,GUJARAT,4.7,2015.0,"2GWV+QF Ahmedabad, Gujarat"
Kalptaru Hospital,Ahmedabad,GUJARAT,4.7,24.0,"2HXX+25 Ahmedabad, Gujarat"
Kiran Surgical Hospital,Ahmedabad,GUJARAT,,,
"Medilink Hospital And Research Center 
Pvt Ltd",AHMEDABAD,GUJARAT,4.1,9.0,"3HFR+MR Ahmedabad, Gujarat"
"Narayana Multispeciality Hospital ( 
Ahmedabad)",Ahmedabad,GUJARAT,,,
Parimal Hospital ( Maninagar ),Ahmedabad,GUJARAT,3.4,28.0,
Prathana Surgical And Medical Hospital,Ahmedabad,GUJARAT,3.7,146.0,"3M62+H4 Ahmedabad, Gujarat"
"Pushpa Children Hospitals And Critical 
Care Centre",AHMEDABAD,GUJARAT,4.6,288.0,"4H4X+P5 Ahmedabad, Gujarat"
Samata Hospital Pvt Ltd,Ahmedabad,GUJARAT,4.4,175.0,"3GMW+4P Ahmedabad, Gujarat"
Sanjivan Heart And Medical Hospital,AHMEDABAD,GUJARAT,3.3,7.0,
Satyamev Hospital,AHMEDABAD,GUJARAT,4.5,1898.0,"4HCJ+4J Ahmedabad, Gujarat"
Saviour Annexe Hospital,AHMEDABAD,GUJARAT,4.1,17.0,
Shalby Hospital Ltd,AHMEDABAD,GUJARAT,4.8,27633.0,"2G94+JM Ahmedabad, Gujarat"
Shraddha Surgical Hospital,Ahmedabad,GUJARAT,5.0,4.0,"2GXM+58 Ahmedabad, Gujarat"
Shreeji Orthopaedic And Ent Hospital,AHMEDABAD,GUJARAT,4.7,212.0,"2GWM+RF Ahmedabad, Gujarat"
Shrey Hospital And Research Center,AHMEDABAD,GUJARAT,3.1,106.0,"2HQ7+2W Ahmedabad, Gujarat"
Siddhi Vinayak Hospital(Maninagar),Ahmedabad,GUJARAT,4.8,4021.0,"2J34+HH Ahmedabad, Gujarat"
"Sterling Hospital-Ahmedabad (Division Of 
Add Life Medical Institute Ltd.)",AHMEDABAD,GUJARAT,4.7,9955.0,"2GXJ+HG Ahmedabad, Gujarat"
Sushrut Hospital,Ahmedabad,GUJARAT,4.8,249.0,"2H56+JW Ahmedabad, Gujarat"
Tapan Hospital Pvt Ltd,Ahmedabad,GUJARAT,3.2,23.0,"2JPH+CW Ahmedabad, Gujarat"
Smruti Hospital Pvt Ltd,AHMEDABAD,GUJARAT,5.0,1.0,"XJF6+PM Ahmedabad, Gujarat"
Central United Hospital,AHMEDABAD,GUJARAT,4.7,992.0,"2MF8+J4 Ahmedabad, Gujarat"
KD Hospital,AHMEDABAD,GUJARAT,,,
Saviour Hospital,AHMEDABAD,GUJARAT,3.9,533.0,
Care And Cure Hospital,Bharuch,GUJARAT,4.6,602.0,"PX2W+F8 Bharuch, Gujarat"
M-Cure Hospital,GANDHI NAGAR,GUJARAT,4.0,60.0,"5JW7+3R Gandhinagar, Gujarat"
Pagarav Hospital And ICU,GANDHI NAGAR,GUJARAT,4.7,1394.0,"6MV2+HC Gandhinagar, Gujarat"
Kanoria Hospital And Research Centre,GANDHI NAGAR,GUJARAT,4.2,135.0,"3JXH+XM Ahmedabad, Gujarat"
Yashdeep Hospital,Himmatnagar,GUJARAT,4.7,31.0,"JX34+6G Himatnagar, Gujarat"
Ashirwad Hospital,RAJKOT,GUJARAT,3.2,81.0,"7Q7M+9F Rajkot, Gujarat"
"Sadbhavna Hospital And Medical 
Research Centre",RAJKOT,GUJARAT,4.0,116.0,"8Q59+Q3 Rajkot, Gujarat"
Sudeep Hospital And Maternity Home,SURAT,GUJARAT,,,
Healing Hands Hospital,SURAT,GUJARAT,4.9,175.0,"4QVW+GV Surat, Gujarat"
"Metas Of Seventh Day Adventist 
Hospital(Surat)",SURAT,GUJARAT,4.4,1059.0,"5RM5+MG Surat, Gujarat"
"Kiran Multi Super Specialty Hospital & 
Research Center",SURAT,GUJARAT,4.8,28618.0,"6R9P+HQ Surat, Gujarat"
SIDS Hospital And Research Centre,SURAT,GUJARAT,4.3,911.0,"5RHG+66 Surat, Gujarat"
Indrapuri Hospital,VADODARA,GUJARAT,4.1,65.0,"862J+54 Vadodara, Gujarat"
Chandan Hospital And Icu,Vadodara,GUJARAT,3.8,18.0,"8622+J6 Vadodara, Gujarat"
Chiranjeev Children'S Hospital,Vadodara,GUJARAT,3.4,36.0,"862C+2M Vadodara, Gujarat"
Dev Hospital And Iccu (Baroda),Vadodara,GUJARAT,4.3,41.0,"8564+8H Vadodara, Gujarat"
Devamrut Hospital,Vadodara,GUJARAT,4.8,327.0,"848J+FG Vadodara, Gujarat"
Devarsh Surgical And Maternity Hospital,Vadodara,GUJARAT,4.6,309.0,"85RM+X3 Vadodara, Gujarat"
"Devpushp Meternity And Laproscopic 
Hospital",Vadodara,GUJARAT,4.2,416.0,"759X+R3 Vadodara, Gujarat"
Dhvani Ent Hospital,Vadodara,GUJARAT,2.3,6.0,
Dr. Bhavesh Patel'S Hospital,Vadodara,GUJARAT,4.0,70.0,"85RH+G5 Vadodara, Gujarat"
Dr. Munshis Hospital,Vadodara,GUJARAT,,,
Dwarkesh Hospital,Vadodara,GUJARAT,4.4,269.0,"85FX+X4 Vadodara, Gujarat"
Ganga Jamna Hospital,Vadodara,GUJARAT,4.3,73.0,"85C5+5Q Vadodara, Gujarat"
Gujarat Kidney Hospital,Vadodara,GUJARAT,4.3,860.0,"854G+W8 Vadodara, Gujarat"
Gunjan Children Hospital And Icu,Vadodara,GUJARAT,3.4,5.0,"85QH+Q6 Vadodara, Gujarat"
Gupta Hospital ( Vadodara),Vadodara,GUJARAT,4.6,187.0,"7682+RQ Vadodara, Gujarat"
"Himalaya Cancer Hospital And Research 
Centre",Vadodara,GUJARAT,4.6,224.0,"854G+PQ Vadodara, Gujarat"
"I Care Hospital And Phaco Centre 
(Vadodara)",Vadodara,GUJARAT,4.4,245.0,"8565+48 Vadodara, Gujarat"
Jadia Orthopedic And Maternity Hospital,Vadodara,GUJARAT,,,
Kaka Hospital,Vadodara,GUJARAT,4.4,70.0,"76XM+W6 Vadodara, Gujarat"
Kalavati Hospital (Vadodara),Vadodara,GUJARAT,4.9,103.0,"85XG+WW Vadodara, Gujarat"
Kamubala Hospital,Vadodara,GUJARAT,4.6,116.0,"85WV+45 Vadodara, Gujarat"
Kinjal Hospital,Vadodara,GUJARAT,,,
Krishna Hospital(Vado),Vadodara,GUJARAT,4.5,99.0,"76PP+XV Vadodara, Gujarat"
Krishnashray Hospital And Icu,Vadodara,GUJARAT,,,
Metro Hospital And Research Institute,VADODARA,GUJARAT,3.8,69.0,"86P5+4F Vadodara, Gujarat"
"Viroc Super Speciality Orthopaedic 
Hospital(Nirman Orthopaedics)",VADODARA,GUJARAT,4.9,3083.0,"8672+6W Vadodara, Gujarat"
"Venus Superspeciality Hospital (A Unit Of 
Venus Medi Surgery Pvt Ltd)",Vadodara,GUJARAT,4.9,2301.0,"75Q8+G4 Vadodara, Gujarat"
Welcare Hospital (Vadodara),VADODARA,GUJARAT,4.9,1747.0,"75G6+5M Vadodara, Gujarat"
Samvedna Multispeciality Hospital,VAPI,GUJARAT,3.4,96.0,"9WHJ+4V Vapi, Gujarat"
Leelawati Hospital,AMBALA,HARYANA,4.5,251.0,"9QHP+G4 Ambala, Haryana"
Vardhman Hospital ( Ambala City ),AMBALA,HARYANA,3.3,76.0,
Mehndiratta Hospital,AMBALA,HARYANA,4.6,586.0,"9QCQ+76 Ambala, Haryana"
Narain Hospital And Ct Scan Centre,AMBALA,HARYANA,4.3,235.0,"9QCQ+GF Ambala, Haryana"
Monga Hospital And Stone Centre,AMBALA,HARYANA,3.9,194.0,"8VP7+QQ Ambala Cantt, Haryana"
MM Hospital,AMBALA,HARYANA,3.9,98.0,"9QJM+33 Ambala, Haryana"
Dhawan Orthopaedic Hospital,AMBALA,HARYANA,4.2,46.0,"8VP8+V4 Ambala Cantt, Haryana"
Healing Touch Super Speciality Hospital,AMBALA,HARYANA,4.7,4176.0,"CQ2P+PJ Ambala, Haryana"
JP Surgical Hospital,AMBALA,HARYANA,4.3,73.0,"9QHG+WP Ambala, Haryana"
Kapoor Hospital(Ambala),AMBALA,HARYANA,2.9,32.0,
Rai Multispeciality Hospital,AMBALA,HARYANA,4.3,10.0,"9QQR+RV Ambala, Haryana"
"Rotary Ambala Cancer And General 
Hospital.",AMBALA,HARYANA,3.8,214.0,"8RJW+PR Ambala Cantt, Haryana"
Ishwar Hospital,AMBALA,HARYANA,4.7,794.0,"9QQC+P2 Ambala, Haryana"
RJ Super Speciality Hospital,BAHADURGARH,HARYANA,2.7,154.0,
Care & Cure Hospital,BAHADURGARH,HARYANA,4.3,10.0,
Sarvodaya Hospital,FARIDABAD,HARYANA,4.5,5261.0,"989P+2J Faridabad, Haryana"
Shivalik Hospital,FARIDABAD,HARYANA,3.2,222.0,"F8H6+XF Faridabad, Haryana"
Raj Rishik Hospital Pvt Ltd,FARIDABAD,HARYANA,4.3,212.0,"982J+CW Faridabad, Haryana"
"Qrg Central Hospital And Research 
Centre",FARIDABAD,HARYANA,,,
Sarvodaya Hospital And Research Centre,FARIDABAD,HARYANA,4.5,5261.0,"989P+2J Faridabad, Haryana"
C. K. Memorial Kapoor Hospital,FARIDABAD,HARYANA,3.5,131.0,"97XW+36 Faridabad, Haryana"
IBS Ashwani Hospital,FARIDABAD,HARYANA,3.3,83.0,"989F+M8 Faridabad, Haryana"
Fortis Escorts Hospital,FARIDABAD,HARYANA,4.7,5908.0,"98R4+FQ Faridabad, Haryana"
Prime Hospital And Ortho Centre,FARIDABAD,HARYANA,,,
Zenith Hospital Pvt Ltd,FARIDABAD,HARYANA,4.2,215.0,
RK Hospital,FARIDABAD,HARYANA,3.8,71.0,"97RV+G4 Faridabad, Haryana"
Lohan Children Hospital,FARIDABAD,HARYANA,3.2,110.0,"C824+F8 Faridabad, Haryana"
"RG Stone Urology And Laparoscopy 
Hospital",FARIDABAD,HARYANA,4.8,1197.0,"98Q4+7C Faridabad, Haryana"
"Apex Multispeciality And Laproscopy 
Hospital",FARIDABAD,HARYANA,3.4,28.0,"97VV+Q2 Faridabad, Haryana"
Jeewan Jyoti Hospital,FARIDABAD,HARYANA,4.7,139.0,"C82F+RW Faridabad, Haryana"
Arsh Hospital,FARIDABAD,HARYANA,,,
Ghai Hospital,FARIDABAD,HARYANA,3.6,165.0,"98GH+QQ Faridabad, Haryana"
Satyam Hospital,FARIDABAD,HARYANA,4.2,51.0,"97HR+73 Faridabad, Haryana"
Kesar Hospital,FARIDABAD,HARYANA,4.0,59.0,"88W9+P6 Faridabad, Haryana"
Pawan Hospital,FARIDABAD,HARYANA,3.5,255.0,"87CM+Q9 Faridabad, Haryana"
Santosh Multispeciality Hospital,FARIDABAD,HARYANA,3.4,353.0,"97WQ+6X Faridabad, Haryana"
"Medicheck Ortho Superspeciality Hospital Site-2,Sec-46, Near Community Centre, Faridabad-121010 ,",FARIDABAD,HARYANA,4.2,104.0,"C7QX+FR Faridabad, Haryana"
Gaurav Hospital,Faridabad,HARYANA,5.0,1.0,"87FR+J8 Faridabad, Haryana"
Aar Pee Hospitals,FARIDABAD,HARYANA,,,
Apurva Hospital,FARIDABAD,HARYANA,4.1,140.0,"97QQ+JW Faridabad, Haryana"
Dr. Harish Hospital,FARIDABAD,HARYANA,3.8,21.0,"989J+J2 Faridabad, Haryana"
Goyal Hospital,FARIDABAD,HARYANA,4.8,3839.0,"987H+VR Faridabad, Haryana"
Medicheck Hospital,FARIDABAD,HARYANA,3.4,110.0,"98J2+CR Faridabad, Haryana"
Park Hospital Faridabad,FARIDABAD,HARYANA,4.6,2308.0,"98GG+X8 Faridabad, Haryana"
Prakash Hospital,FARIDABAD,HARYANA,4.6,128.0,"982J+8W Faridabad, Haryana"
Shanti Devi Memorial Hospital,FARIDABAD,HARYANA,3.9,21.0,"C989+G7 Faridabad, Haryana"
Shivmani Hospital,FARIDABAD,HARYANA,,,
Vardaan Hospital,FARIDABAD,HARYANA,3.8,9.0,"97RQ+CF Faridabad, Haryana"
Chugh Hospital,FARIDABAD,HARYANA,3.8,25.0,"C72X+MF Faridabad, Haryana"
"Doctor Today IVF And Multispeciality 
Hospital",FARIDABAD,HARYANA,4.1,539.0,"98X4+M8 Faridabad, Haryana"
Dr Dilip Hospital,FARIDABAD,HARYANA,4.2,88.0,"C8J9+VP Faridabad, Haryana"
Shivalik Hospital,FARIDABAD,HARYANA,3.2,222.0,"F8H6+XF Faridabad, Haryana"
Azad Hospital & Trauma Center,FATEHABAD,HARYANA,4.2,14.0,"GC8X+97 Fatehabad, Haryana"
Max Hospital Gurgaon,GURGAON,HARYANA,4.5,4043.0,"F36F+GV Gurugram, Haryana"
Neelkanth Hospital,GURGAON,HARYANA,4.6,2031.0,"F4M5+83 Gurugram, Haryana"
Sethi Hospital ( Gurgaon),GURGAON,HARYANA,3.5,321.0,"F24C+J8 Gurugram, Haryana"
Mamta Hospital (Gurgaon),GURGAON,HARYANA,3.4,66.0,"F29M+RF Gurugram, Haryana"
Aryan Hospital Pvt Ltd,GURGAON,HARYANA,3.6,679.0,
Tirath Ram Hospital Pvt Ltd(Gurgaon),GURGAON,HARYANA,4.1,520.0,"F24C+R5 Gurugram, Haryana"
Umkal Hospital,GURGAON,HARYANA,,331.0,"F3CF+J8 Gurugram, Haryana"
Paras Hospitals Gurgaon,GURGAON,HARYANA,4.8,13800.0,"F32P+2X Gurugram, Haryana"
Pushpanjali Hospital (Civil Lines),Gurgaon,HARYANA,3.1,207.0,
Kalyani Hospital Pvt Ltd,GURGAON,HARYANA,,405.0,"F29V+32 Gurugram, Haryana"
Columbia Asia Hospital (Palam Vihar),GURGAON,HARYANA,4.4,69.0,"C2QR+97 Gurugram, Haryana"
Ayushman Hospital And Trauma Centre,GURGAON,HARYANA,3.8,49.0,"C2Q6+57 Gurugram, Haryana"
KK Healthcare Hospital,GURGAON,HARYANA,3.3,205.0,"F2M9+94 Gurugram, Haryana"
Rockland Hospitals Ltd,GURGAON,HARYANA,3.4,26.0,P447+5F Delhi
"Metro Hospital And Heart Institute A Unit 
Of Umkal Health Care Pvt Ltd",GURGAON,HARYANA,4.2,331.0,"F3CF+J8 Gurugram, Haryana"
Anand Multispeciality Hospital,GURGAON,HARYANA,,,
Park Hospital,GURGAON,HARYANA,4.4,69.0,"C2QR+97 Gurugram, Haryana"
Yashroop Hospital,Gurgaon,HARYANA,4.6,435.0,"FX7R+HP Gurugram, Haryana"
W Pratiksha Hospital,GURGAON,HARYANA,,,
Mayom Hospital,GURGAON,HARYANA,,,
Narayana Superspeciality Hospital,GURGAON,HARYANA,,,
Sukhda Multispeciality Hospital (Hisar),HISAR,HARYANA,,,
"Shri Moolchand Kidney Hospital And 
Urological Institute",Karnal,HARYANA,,,
Uttam Clinic and Hospital,KARNAL,HARYANA,4.2,13.0,"M2W4+78 Karnal, Haryana"
City Care Hospital,KARNAL,HARYANA,4.5,34.0,"MXWR+43 Karnal, Haryana"
Amritdhara Hospital,KARNAL,HARYANA,,,
Park Hospital,KARNAL,HARYANA,4.9,3043.0,"PXV5+PX Sector 45, Haryana"
Arvind Hospital,KARNAL,HARYANA,4.3,201.0,
Saraswati Mission Hospital,KURUSHESTRA,HARYANA,3.2,37.0,"XR8J+H3 Thanesar, Haryana"
Navjeevan Hospital (Nizampur Road),Palwal,HARYANA,5.0,5.0,
Cosmos Hospital,PALWAL,HARYANA,4.6,184.0,"583J+P5 Palwal, Haryana"
Dhawan Hospital,Panchkula,HARYANA,4.7,1024.0,"PR6X+CR Panchkula, Haryana"
